Dates,Open ,High,Low,Close ,Volume,MarketCapita
19-05-2021,"3,382.66","3,437.94","1,952.46","2,460.68","84,48,29,12,776","2,85,29,87,09,245"
18-05-2021,"3,276.87","3,562.47","3,246.40","3,380.07","40,41,65,25,218","3,91,85,02,95,263"
17-05-2021,"3,581.34","3,587.77","3,129.01","3,282.40","54,06,17,32,774","3,80,48,28,43,865"
16-05-2021,"3,641.83","3,878.90","3,350.95","3,587.51","47,35,94,78,734","4,15,80,15,34,962"
15-05-2021,"4,075.95","4,129.19","3,638.12","3,638.12","42,42,23,21,751","4,21,61,90,90,683"
14-05-2021,"3,720.12","4,171.02","3,703.40","4,079.06","48,17,42,71,215","4,72,66,35,70,788"
13-05-2021,"3,828.92","4,032.56","3,549.41","3,715.15","78,39,82,14,539","4,30,44,52,82,301"
12-05-2021,"4,174.64","4,362.35","3,785.85","3,785.85","69,02,33,82,175","4,38,58,50,75,674"
11-05-2021,"3,948.27","4,178.21","3,783.89","4,168.70","52,67,97,37,865","4,82,88,19,00,491"
10-05-2021,"3,924.41","4,197.47","3,684.45","3,952.29","62,69,17,89,007","4,57,76,12,19,807"
09-05-2021,"3,911.46","3,981.26","3,743.99","3,928.84","50,56,82,90,278","4,54,99,19,94,900"
08-05-2021,"3,481.99","3,950.16","3,453.77","3,902.65","50,20,84,91,286","4,51,90,56,50,094"
07-05-2021,"3,490.11","3,573.29","3,370.26","3,484.73","39,60,72,40,515","4,03,46,57,02,897"
06-05-2021,"3,524.93","3,598.90","3,386.24","3,490.88","44,30,03,94,788","4,04,13,13,94,792"
05-05-2021,"3,240.55","3,541.46","3,213.10","3,522.78","48,33,41,98,383","4,07,77,70,80,466"
04-05-2021,"3,431.13","3,523.59","3,180.74","3,253.63","62,40,20,45,158","3,76,57,73,99,574"
03-05-2021,"2,951.18","3,450.04","2,951.18","3,431.09","49,17,42,90,212","3,97,06,97,86,479"
02-05-2021,"2,945.56","2,984.89","2,860.53","2,952.06","28,03,20,13,047","3,41,59,31,33,886"
01-05-2021,"2,772.84","2,951.44","2,755.91","2,945.89","28,72,62,05,272","3,40,84,04,44,354"
30-04-2021,"2,757.73","2,796.05","2,728.17","2,773.21","29,77,71,79,889","3,20,82,28,74,721"
29-04-2021,"2,748.65","2,797.97","2,672.11","2,756.88","32,57,81,27,990","3,18,89,69,56,051"
28-04-2021,"2,664.69","2,757.48","2,564.08","2,746.38","34,26,90,31,076","3,17,64,56,96,234"
27-04-2021,"2,534.03","2,676.39","2,485.38","2,662.87","32,27,59,69,215","3,07,95,03,52,777"
26-04-2021,"2,319.48","2,536.34","2,308.32","2,534.48","35,20,83,25,408","2,93,06,90,92,286"
25-04-2021,"2,214.41","2,354.09","2,172.52","2,316.06","31,81,43,55,546","2,67,78,08,47,561"
24-04-2021,"2,367.20","2,367.74","2,163.69","2,211.63","31,85,42,26,936","2,55,67,64,77,656"
23-04-2021,"2,401.26","2,439.54","2,117.04","2,363.59","55,41,39,33,925","2,73,21,21,91,169"
22-04-2021,"2,357.87","2,641.09","2,315.96","2,403.54","53,57,59,04,724","2,77,79,74,67,179"
21-04-2021,"2,331.16","2,467.20","2,238.37","2,364.75","38,89,90,67,643","2,73,28,29,59,377"
20-04-2021,"2,161.94","2,345.84","2,060.14","2,330.21","39,43,34,83,315","2,69,25,99,68,844"
19-04-2021,"2,238.03","2,276.78","2,086.69","2,166.19","34,06,06,54,971","2,50,27,71,44,257"
18-04-2021,"2,346.45","2,365.46","2,011.77","2,237.14","50,69,63,68,718","2,58,44,46,91,650"
17-04-2021,"2,429.98","2,497.39","2,333.68","2,344.89","32,34,98,08,978","2,70,86,14,74,697"
16-04-2021,"2,516.60","2,547.56","2,318.68","2,431.95","36,19,69,28,256","2,80,88,43,55,082"
15-04-2021,"2,436.03","2,544.27","2,409.92","2,519.12","32,32,56,06,817","2,90,91,84,91,377"
14-04-2021,"2,299.35","2,449.69","2,284.56","2,435.11","35,59,28,22,986","2,81,18,36,37,540"
13-04-2021,"2,139.36","2,318.42","2,138.56","2,299.19","29,45,66,42,939","2,65,45,82,39,569"
12-04-2021,"2,157.36","2,199.72","2,110.37","2,139.35","21,72,79,36,609","2,46,97,53,20,276"
11-04-2021,"2,136.16","2,165.19","2,119.87","2,157.66","19,69,28,36,132","2,49,05,91,03,192"
10-04-2021,"2,071.11","2,197.00","2,062.79","2,135.94","24,98,62,43,611","2,46,52,34,20,885"
09-04-2021,"2,088.77","2,102.87","2,055.16","2,072.11","19,81,24,72,092","2,39,12,79,46,688"
08-04-2021,"1,969.13","2,091.52","1,959.08","2,088.57","25,31,29,56,529","2,41,00,00,78,758"
07-04-2021,"2,117.73","2,133.19","1,945.44","1,971.08","36,11,62,71,935","2,27,41,49,44,867"
06-04-2021,"2,109.49","2,151.22","2,057.61","2,118.38","29,22,28,65,881","2,44,38,20,61,190"
05-04-2021,"2,093.26","2,140.99","2,032.39","2,107.89","28,88,93,91,170","2,43,14,31,28,760"
04-04-2021,"2,027.67","2,110.35","2,007.11","2,093.12","26,00,65,01,902","2,41,41,18,37,678"
03-04-2021,"2,142.90","2,144.96","2,028.42","2,028.42","32,01,15,18,871","2,33,92,17,70,622"
02-04-2021,"1,976.93","2,152.45","1,960.68","2,143.23","34,86,25,11,022","2,47,13,22,82,844"
01-04-2021,"1,919.16","1,989.06","1,912.18","1,977.28","30,91,42,59,795","2,27,97,01,25,751"
31-03-2021,"1,846.10","1,947.84","1,793.00","1,918.36","30,22,69,02,621","2,21,15,18,11,159"
30-03-2021,"1,819.47","1,860.97","1,793.92","1,846.03","22,51,27,81,703","2,12,78,87,88,571"
29-03-2021,"1,691.26","1,837.19","1,683.72","1,819.68","22,79,65,70,548","2,09,72,67,38,382"
28-03-2021,"1,716.41","1,728.58","1,672.66","1,691.36","16,59,94,72,938","1,94,91,34,43,083"
27-03-2021,"1,703.04","1,732.82","1,674.32","1,716.49","18,10,22,77,710","1,97,78,71,42,643"
26-03-2021,"1,595.21","1,702.92","1,594.74","1,702.84","22,54,85,16,548","1,96,19,11,39,867"
25-03-2021,"1,593.12","1,625.91","1,560.37","1,595.36","29,65,03,28,701","1,83,78,60,54,252"
24-03-2021,"1,678.00","1,740.43","1,570.79","1,593.41","31,22,80,51,473","1,83,54,00,70,277"
23-03-2021,"1,690.87","1,725.11","1,662.54","1,678.65","21,99,82,37,965","1,93,33,56,18,291"
22-03-2021,"1,788.36","1,811.97","1,674.30","1,691.33","23,59,92,96,129","1,94,77,36,38,866"
21-03-2021,"1,812.61","1,823.35","1,764.14","1,788.22","22,97,74,04,620","2,05,90,65,57,856"
20-03-2021,"1,817.52","1,874.71","1,811.73","1,812.63","22,67,76,74,970","2,08,69,37,80,293"
19-03-2021,"1,782.57","1,841.20","1,746.47","1,817.62","21,24,92,97,710","2,09,24,34,67,429"
18-03-2021,"1,823.16","1,848.65","1,705.72","1,782.86","23,26,38,45,504","2,05,21,68,40,694"
17-03-2021,"1,807.06","1,839.82","1,749.18","1,823.45","24,51,29,17,348","2,09,86,48,15,743"
16-03-2021,"1,792.41","1,817.06","1,720.05","1,806.97","23,82,85,09,590","2,07,94,39,62,562"
15-03-2021,"1,854.09","1,889.20","1,749.61","1,791.70","26,24,47,38,810","2,06,16,24,75,256"
14-03-2021,"1,923.86","1,930.78","1,845.12","1,854.56","19,34,45,89,211","2,13,37,06,26,930"
13-03-2021,"1,772.17","1,937.65","1,733.64","1,924.69","25,01,46,89,475","2,21,41,18,49,363"
12-03-2021,"1,826.55","1,839.50","1,728.98","1,772.10","22,43,58,21,312","2,03,83,50,39,480"
11-03-2021,"1,798.03","1,843.82","1,734.62","1,826.19","24,01,31,32,909","2,10,03,24,53,964"
10-03-2021,"1,868.49","1,873.80","1,766.49","1,799.17","25,15,41,73,185","2,06,89,97,11,010"
09-03-2021,"1,835.15","1,868.05","1,804.27","1,868.05","23,46,12,44,507","2,14,79,57,62,868"
08-03-2021,"1,724.23","1,835.19","1,670.94","1,834.73","27,63,09,91,158","2,10,93,95,89,076"
07-03-2021,"1,655.39","1,730.92","1,636.56","1,723.15","23,80,99,35,410","1,98,08,85,41,070"
06-03-2021,"1,532.37","1,669.11","1,519.14","1,654.74","22,74,62,62,366","1,90,20,18,08,027"
05-03-2021,"1,541.54","1,547.88","1,450.89","1,533.27","21,06,71,46,937","1,76,21,91,85,802"
04-03-2021,"1,574.62","1,622.95","1,511.10","1,541.91","22,90,61,18,718","1,77,19,10,62,441"
03-03-2021,"1,491.45","1,650.36","1,481.91","1,575.85","22,67,47,80,680","1,81,06,97,78,316"
02-03-2021,"1,564.06","1,597.61","1,461.33","1,492.61","22,52,36,69,722","1,71,48,47,36,319"
01-03-2021,"1,417.15","1,567.69","1,416.42","1,564.71","24,03,28,38,645","1,79,74,69,05,786"
28-02-2021,"1,459.86","1,468.39","1,300.47","1,416.05","27,63,70,26,080","1,62,65,04,15,374"
27-02-2021,"1,446.93","1,524.93","1,433.79","1,459.97","20,74,21,03,233","1,67,67,59,37,684"
26-02-2021,"1,478.65","1,559.03","1,407.98","1,446.03","31,43,59,97,881","1,66,05,54,98,546"
25-02-2021,"1,625.39","1,670.22","1,465.06","1,475.70","24,48,16,81,873","1,69,44,26,79,395"
24-02-2021,"1,571.48","1,710.98","1,511.02","1,626.58","31,32,90,00,537","1,86,74,39,52,486"
23-02-2021,"1,781.41","1,781.41","1,378.84","1,570.20","52,02,98,64,713","1,80,25,10,30,148"
22-02-2021,"1,935.56","1,936.45","1,580.63","1,781.99","42,40,96,46,036","2,04,53,89,78,050"
21-02-2021,"1,918.67","1,974.26","1,890.37","1,935.60","23,62,65,47,717","2,22,14,41,16,574"
20-02-2021,"1,959.90","2,036.29","1,830.53","1,919.53","34,69,60,91,102","2,20,27,41,62,486"
19-02-2021,"1,938.86","1,969.55","1,896.68","1,960.16","26,26,88,14,253","2,24,91,02,93,534"
18-02-2021,"1,848.21","1,949.90","1,848.21","1,937.45","28,25,59,02,969","2,22,27,73,77,811"
17-02-2021,"1,781.35","1,853.67","1,736.71","1,848.46","35,95,54,12,703","2,12,04,29,61,268"
16-02-2021,"1,778.95","1,824.52","1,729.64","1,781.07","34,26,93,69,268","2,04,28,81,10,917"
15-02-2021,"1,804.68","1,833.83","1,683.91","1,779.79","38,95,56,10,883","2,04,11,77,03,894"
14-02-2021,"1,814.37","1,848.15","1,789.91","1,805.08","31,43,91,14,900","2,06,99,41,11,570"
13-02-2021,"1,843.99","1,871.60","1,770.61","1,814.11","35,35,94,90,535","2,08,00,42,82,358"
12-02-2021,"1,783.49","1,861.36","1,744.17","1,843.53","37,90,50,36,865","2,11,35,34,02,278"
11-02-2021,"1,743.71","1,806.54","1,708.68","1,783.80","36,02,14,95,262","2,04,48,06,86,291"
10-02-2021,"1,768.04","1,826.70","1,686.54","1,744.24","41,91,60,84,617","1,99,92,29,42,888"
09-02-2021,"1,746.93","1,815.96","1,711.62","1,768.04","44,18,07,27,529","2,02,62,58,94,959"
08-02-2021,"1,613.64","1,770.59","1,571.58","1,746.62","48,01,22,85,956","2,00,14,76,73,571"
07-02-2021,"1,677.61","1,690.04","1,501.75","1,614.23","39,88,94,40,151","1,84,95,52,54,625"
06-02-2021,"1,717.80","1,738.31","1,649.07","1,677.85","39,87,34,20,648","1,92,22,16,49,234"
05-02-2021,"1,594.79","1,756.51","1,594.79","1,718.65","40,10,86,28,454","1,96,87,31,28,687"
04-02-2021,"1,661.17","1,689.19","1,561.85","1,594.76","44,39,68,71,836","1,82,66,01,83,410"
03-02-2021,"1,514.77","1,660.91","1,510.01","1,660.91","41,87,45,66,399","1,90,21,38,12,447"
02-02-2021,"1,369.51","1,542.99","1,362.77","1,515.19","45,43,71,42,801","1,73,50,53,18,779"
01-02-2021,"1,314.86","1,373.85","1,274.36","1,369.04","29,21,06,70,920","1,56,75,08,67,717"
31-01-2021,"1,376.82","1,378.92","1,288.50","1,314.99","25,19,88,53,581","1,50,54,39,56,657"
30-01-2021,"1,382.23","1,402.40","1,328.53","1,376.12","30,61,65,74,234","1,57,52,34,98,333"
29-01-2021,"1,369.09","1,428.98","1,292.24","1,382.52","53,61,19,55,259","1,58,23,83,60,146"
28-01-2021,"1,251.28","1,356.29","1,226.17","1,332.49","34,63,72,34,789","1,52,49,42,42,714"
27-01-2021,"1,358.33","1,368.07","1,215.31","1,253.19","39,39,44,16,990","1,43,40,13,82,573"
26-01-2021,"1,323.74","1,376.09","1,253.34","1,357.06","41,57,29,17,750","1,55,26,91,18,237"
25-01-2021,"1,390.64","1,467.78","1,304.97","1,324.41","43,56,57,77,745","1,51,51,63,04,275"
24-01-2021,"1,231.21","1,395.11","1,225.27","1,391.61","36,41,81,63,554","1,59,18,45,56,292"
23-01-2021,"1,235.27","1,272.15","1,200.89","1,230.99","27,25,38,95,441","1,40,79,49,49,838"
22-01-2021,"1,118.89","1,271.69","1,046.60","1,236.51","43,91,83,38,506","1,41,40,96,99,225"
21-01-2021,"1,382.68","1,382.68","1,098.48","1,121.57","45,93,24,64,754","1,28,24,96,77,791"
20-01-2021,"1,375.25","1,405.74","1,243.30","1,382.27","46,78,40,30,909","1,58,04,21,29,137"
19-01-2021,"1,257.43","1,432.30","1,254.52","1,377.30","47,19,59,35,190","1,57,45,40,89,945"
18-01-2021,"1,230.31","1,259.45","1,187.31","1,257.28","25,81,74,55,560","1,43,71,66,01,983"
17-01-2021,"1,233.45","1,265.64","1,174.39","1,230.17","29,25,80,32,819","1,40,60,13,84,430"
16-01-2021,"1,171.44","1,290.05","1,157.62","1,233.54","32,31,92,40,157","1,40,96,94,19,372"
15-01-2021,"1,221.88","1,250.51","1,090.72","1,171.83","35,97,20,39,310","1,33,90,20,70,141"
14-01-2021,"1,130.23","1,244.16","1,093.06","1,218.45","33,41,09,15,929","1,39,21,24,33,452"
13-01-2021,"1,043.74","1,134.34",994.55,"1,130.74","30,10,97,92,795","1,29,17,57,41,557"
12-01-2021,"1,088.53","1,149.24","1,012.76","1,043.43","37,49,46,01,692","1,19,18,77,95,980"
11-01-2021,"1,261.62","1,261.62",924.92,"1,090.15","60,73,36,30,300","1,24,50,86,08,482"
10-01-2021,"1,280.87","1,347.93","1,194.72","1,262.25","40,61,69,38,053","1,44,14,76,90,009"
09-01-2021,"1,223.74","1,303.87","1,182.27","1,281.08","33,23,31,05,361","1,46,28,07,92,179"
08-01-2021,"1,225.97","1,273.83","1,076.08","1,224.20","44,33,48,26,666","1,39,76,93,85,933"
07-01-2021,"1,208.08","1,282.58","1,167.44","1,225.68","40,46,80,27,280","1,39,92,18,13,992"
06-01-2021,"1,101.00","1,209.43","1,064.23","1,207.11","44,69,99,14,188","1,37,78,62,04,517"
05-01-2021,"1,041.50","1,129.37",986.81,"1,100.01","41,53,59,32,781","1,25,54,56,18,320"
04-01-2021,977.06,"1,153.19",912.31,"1,040.23","56,94,59,85,763","1,18,70,95,09,272"
03-01-2021,774.51,"1,006.57",771.56,975.51,"45,20,04,63,368","1,11,30,99,85,611"
02-01-2021,730.4,786.8,718.11,774.53,"19,74,07,71,179","88,36,76,12,520"
01-01-2021,737.71,749.2,719.79,730.37,"13,65,20,04,358","83,31,85,39,689"
31-12-2020,751.63,754.3,726.51,737.8,"13,92,68,46,861","84,15,68,10,765"
30-12-2020,731.47,754.3,720.99,751.62,"17,29,45,74,210","85,72,25,81,849"
29-12-2020,730.36,737.95,692.15,731.52,"18,71,06,83,199","83,42,03,34,909"
28-12-2020,683.21,745.88,683.21,730.4,"24,22,25,65,862","83,28,26,01,745"
27-12-2020,635.89,711.39,628.33,682.64,"26,09,35,52,821","77,82,80,69,141"
26-12-2020,626.5,650.72,617.4,635.84,"14,76,11,25,202","72,48,30,25,275"
25-12-2020,611.55,633.06,605.42,626.41,"13,52,09,27,700","71,40,00,61,460"
24-12-2020,584.14,613.82,568.6,611.61,"14,31,74,13,703","69,70,44,65,560"
23-12-2020,634.82,637.12,560.36,583.71,"15,26,14,13,038","66,51,77,58,494"
22-12-2020,609.42,635.08,589.55,634.85,"14,74,58,90,080","72,33,67,58,960"
21-12-2020,638.32,646.85,600.84,609.82,"14,41,94,93,621","69,47,58,34,115"
20-12-2020,659.19,659.92,625.01,638.29,"13,37,58,55,442","72,71,10,65,645"
19-12-2020,654.62,668.77,646.62,659.3,"12,83,08,93,778","75,09,50,87,629"
18-12-2020,642.92,662.7,632.36,654.81,"15,75,63,03,983","74,57,53,04,995"
17-12-2020,636.15,673.83,628.75,642.87,"25,47,95,32,147","73,20,64,12,681"
16-12-2020,589.38,636.64,582.04,636.18,"15,81,72,48,373","72,43,63,47,872"
15-12-2020,586.02,596.25,580.63,589.36,"9,32,66,45,840","67,09,66,68,322"
14-12-2020,589.78,590.49,577.12,586.01,"8,12,58,37,102","66,70,80,03,325"
13-12-2020,568.61,593.78,564.57,589.66,"9,07,03,77,862","67,11,57,26,662"
12-12-2020,545.58,573.34,545.25,568.57,"8,53,45,57,897","64,70,69,42,226"
11-12-2020,559.68,560.38,537.81,545.8,"11,09,88,19,124","62,10,82,08,317"
10-12-2020,573.5,574.6,549.78,559.68,"11,67,25,82,040","63,68,02,54,165"
09-12-2020,554.79,577.29,533,573.48,"15,85,59,15,840","65,24,27,58,700"
08-12-2020,591.9,594.75,552.47,554.83,"14,39,89,19,320","63,11,32,92,237"
07-12-2020,601.8,602.92,585.43,591.84,"10,72,04,80,962","67,31,59,62,016"
06-12-2020,596.57,606.79,584.41,601.91,"11,29,08,93,016","68,45,27,19,868"
05-12-2020,569.35,596.6,563.11,596.6,"13,49,80,10,566","67,84,03,34,209"
04-12-2020,616.72,618.98,569.28,569.35,"16,33,75,89,997","64,73,49,97,135"
03-12-2020,598.46,622.45,588.35,616.71,"16,14,61,90,946","70,11,08,08,538"
02-12-2020,587.26,604.02,578.74,598.35,"16,88,32,92,129","68,01,57,97,685"
01-12-2020,615.07,635.16,571.75,587.32,"27,17,89,64,465","66,75,43,67,842"
30-11-2020,575.76,615.24,571.54,614.84,"20,27,68,67,833","69,87,37,14,778"
29-11-2020,538.26,576.6,531.99,575.76,"15,01,75,17,758","65,42,40,84,296"
28-11-2020,517.6,548.04,508.13,538.23,"14,77,02,43,833","61,15,23,93,529"
27-11-2020,519.11,530.78,497.24,517.49,"16,83,11,05,703","58,78,93,44,389"
26-11-2020,570.51,575.64,485.5,518.8,"31,10,40,04,592","58,93,09,20,929"
25-11-2020,603.9,605.09,559.67,570.69,"20,08,84,92,893","64,81,68,75,593"
24-11-2020,608.52,621.17,593.84,603.9,"23,28,17,58,100","68,58,07,80,139"
23-11-2020,558.06,609.99,551.27,608.45,"27,27,23,02,872","69,08,98,45,802"
22-11-2020,549.49,579.37,514.52,558.07,"21,96,70,49,601","63,36,10,36,975"
21-11-2020,509.74,550.23,504.24,549.49,"20,75,70,99,184","62,37,92,87,099"
20-11-2020,471.63,513.61,471.63,509.74,"18,62,99,43,296","57,86,06,86,204"
19-11-2020,479.48,480.12,465.7,471.63,"12,47,39,29,218","53,52,80,35,617"
18-11-2020,480.35,492,465.83,479.48,"17,88,01,99,224","54,41,28,25,617"
17-11-2020,464.41,482.23,460.78,480.36,"14,59,30,57,877","54,50,57,86,216"
16-11-2020,447.56,463.83,445.5,459.94,"11,44,12,39,444","52,18,25,17,297"
15-11-2020,460.15,460.99,440.25,447.56,"10,30,86,17,165","50,77,18,36,456"
14-11-2020,474.63,475.16,452.99,460.15,"10,31,20,37,942","52,19,38,00,907"
13-11-2020,461.01,475.22,457.3,474.63,"13,19,15,05,725","53,82,94,32,990"
12-11-2020,462.96,467.68,452.07,461.01,"12,87,73,27,234","52,27,83,53,038"
11-11-2020,449.68,473.58,449.52,462.96,"14,07,54,03,511","52,49,38,05,532"
10-11-2020,444.17,453.76,439.6,449.68,"12,09,03,81,666","50,98,18,25,542"
09-11-2020,453.57,457.35,435.16,444.16,"13,70,43,20,630","50,35,04,06,402"
08-11-2020,435.72,457.78,433.15,453.55,"11,29,23,83,601","51,40,89,11,250"
07-11-2020,454.72,465.68,428.46,435.71,"18,87,32,89,788","49,38,07,44,878"
06-11-2020,414.07,456.2,412.98,454.72,"16,73,83,05,610","51,52,86,36,308"
05-11-2020,402.14,417.53,397.25,414.07,"15,44,07,11,038","46,91,63,21,971"
04-11-2020,387.6,407.67,377.83,402.14,"15,12,60,77,675","45,55,96,68,259"
03-11-2020,383.16,389.52,371.31,387.6,"12,58,84,94,762","43,90,71,59,817"
02-11-2020,396.36,403.24,381.02,383.16,"13,99,75,74,252","43,39,83,80,101"
01-11-2020,386.59,397.12,385.17,396.36,"10,47,51,46,018","44,88,83,07,221"
31-10-2020,382.82,393.01,381.3,386.59,"11,27,69,63,426","43,77,68,29,150"
30-10-2020,386.73,391.46,375.09,382.82,"13,68,80,56,970","43,34,46,76,043"
29-10-2020,388.65,393.23,381.29,386.73,"12,92,04,77,749","43,78,22,46,356"
28-10-2020,404,408.96,381.15,388.65,"15,27,64,41,134","43,99,43,84,280"
27-10-2020,393.89,409.77,390.61,404,"13,94,04,34,102","45,72,60,46,137"
26-10-2020,406.22,411.28,383.78,393.89,"15,15,56,84,229","44,57,65,04,574"
25-10-2020,412.46,417.16,405.35,406.22,"10,89,02,07,469","45,96,63,78,925"
24-10-2020,409.77,416.6,407.85,412.46,"12,20,17,39,194","46,66,69,15,712"
23-10-2020,414.05,418.96,403.08,409.77,"14,25,62,22,052","46,35,68,41,440"
22-10-2020,391.49,420.14,391.28,413.77,"15,77,28,46,485","46,79,55,99,921"
21-10-2020,369.06,400.63,368.73,392.19,"20,24,13,24,322","44,35,46,70,582"
20-10-2020,379.72,380.76,367.6,369.14,"13,74,15,86,582","41,74,54,18,861"
19-10-2020,378.47,383.32,373.7,379.94,"12,81,12,42,092","42,96,14,60,206"
18-10-2020,368.73,378.6,368.13,378.21,"11,04,71,03,109","42,76,15,61,164"
17-10-2020,366.02,369.77,364.49,368.86,"10,95,11,15,359","41,69,85,92,886"
16-10-2020,377.87,380.02,362.6,366.23,"14,67,07,84,817","41,39,66,81,083"
15-10-2020,379.19,381.21,371.35,377.44,"14,96,41,82,545","42,65,90,15,495"
14-10-2020,381.97,387.3,374.18,379.48,"13,91,88,46,567","42,88,45,85,295"
13-10-2020,387.14,387.38,375.58,381.19,"14,22,67,44,838","43,07,23,03,018"
12-10-2020,374.8,395.12,366.64,387.73,"15,86,74,55,424","43,80,56,01,681"
11-10-2020,370.93,377.25,369.83,375.14,"12,58,45,12,533","42,37,64,75,415"
10-10-2020,365.4,378.27,365.35,370.97,"13,61,84,84,324","41,89,98,93,524"
09-10-2020,351.11,368.31,348.21,365.59,"13,04,35,01,763","41,28,76,58,660"
08-10-2020,342.04,352.21,335.65,350.77,"13,46,10,17,711","39,60,88,08,457"
07-10-2020,340.94,342.45,334.55,341.81,"11,92,99,18,060","38,59,28,10,957"
06-10-2020,353.96,354.99,338,340.82,"12,83,07,96,112","38,47,61,95,645"
05-10-2020,352.74,355.21,349.68,353.96,"11,80,95,07,622","39,95,49,71,652"
04-10-2020,346.6,354.05,345.13,352.58,"10,69,69,59,020","39,79,47,71,396"
03-10-2020,346.22,351.31,344.67,346.52,"10,06,01,67,889","39,10,65,12,854"
02-10-2020,352.95,354.12,336.47,346.24,"14,21,53,90,463","39,06,99,60,290"
01-10-2020,360.31,369.26,346.48,353.21,"14,67,94,81,911","39,85,13,88,059"
30-09-2020,360.04,361.18,353.33,359.94,"11,81,86,10,610","40,60,61,30,498"
29-09-2020,354.36,360.35,352.15,359.76,"11,60,00,13,236","40,58,10,50,364"
28-09-2020,357.93,366.43,354.55,355.16,"14,25,84,55,166","40,05,76,37,361"
27-09-2020,354.96,361.98,349.83,357.44,"13,59,81,26,926","40,30,99,81,004"
26-09-2020,352.35,355.85,348.11,355.49,"13,04,91,48,579","40,08,52,90,850"
25-09-2020,349.41,357.77,339.02,352.18,"14,38,10,86,966","39,70,79,14,546"
24-09-2020,320.99,351.46,318.55,349.36,"15,71,43,04,470","39,38,43,47,822"
23-09-2020,344.59,344.67,318.97,321.12,"12,89,93,46,599","36,19,65,31,454"
22-09-2020,341.72,346.6,336.86,344.5,"12,73,25,78,043","38,83,02,13,878"
21-09-2020,371.4,375.74,336.07,341.79,"17,39,82,67,133","38,51,93,66,615"
20-09-2020,385.6,385.6,367.09,371.05,"12,29,21,95,784","41,81,26,41,074"
19-09-2020,384.04,387.08,378.72,385.54,"11,04,95,07,684","43,44,03,60,815"
18-09-2020,389.34,391.9,376.96,384.36,"14,10,83,57,740","43,30,21,93,327"
17-09-2020,365.87,393.9,364.8,389.02,"19,89,95,31,080","43,82,13,51,213"
16-09-2020,364.74,372.77,356.68,365.81,"16,10,76,12,177","41,20,21,47,932"
15-09-2020,377.15,381.51,363.61,364.84,"16,14,05,84,321","41,08,76,42,853"
14-09-2020,365.7,384.49,357.57,377.27,"17,53,66,95,361","42,48,23,07,939"
13-09-2020,387.52,388.96,354.34,365.57,"15,00,58,99,191","41,16,00,25,962"
12-09-2020,374.6,387.54,367.84,387.18,"13,29,54,05,814","43,58,81,99,422"
11-09-2020,368.12,376.63,355.58,374.7,"27,29,62,69,329","42,17,73,02,259"
10-09-2020,351.43,377.39,351.11,368.1,"31,42,11,34,556","41,43,00,53,162"
09-09-2020,337.82,359.16,332.16,351.11,"14,54,79,33,520","39,51,28,26,170"
08-09-2020,353.2,355.56,328.82,337.6,"17,99,14,03,432","37,98,81,19,627"
07-09-2020,353.45,358.21,326.25,352.67,"21,76,36,14,732","39,67,91,99,320"
06-09-2020,335.33,359.76,319.04,353.36,"27,64,36,78,917","39,75,19,17,523"
05-09-2020,388.04,394.17,316.77,335.26,"29,88,00,47,640","37,71,08,60,058"
04-09-2020,384.67,402.41,371.64,388.24,"16,74,71,06,257","43,66,50,20,996"
03-09-2020,440.24,449.53,381.13,385.67,"19,62,28,45,896","43,37,07,21,326"
02-09-2020,477.01,480.33,424.46,440.04,"19,69,18,54,014","49,47,87,89,435"
01-09-2020,434.87,487.21,432.08,477.05,"18,86,27,63,756","53,63,39,33,560"
31-08-2020,428.51,438.56,419.77,435.08,"12,77,47,41,797","48,90,91,70,052"
30-08-2020,399.62,428.66,399.61,428.4,"11,21,19,48,040","48,15,18,84,394"
29-08-2020,395.69,405.62,393.04,399.92,"8,77,77,03,481","44,94,58,99,480"
28-08-2020,382.63,397.76,381.27,395.87,"9,12,06,74,421","44,48,57,05,032"
27-08-2020,386.61,395.35,374.87,382.63,"10,45,77,77,652","42,99,24,39,543"
26-08-2020,383.98,391.87,378.71,386.47,"9,96,73,43,483","43,41,79,26,668"
25-08-2020,408.07,408.53,374.36,384,"12,42,84,42,042","43,13,56,97,974"
24-08-2020,391.68,409.39,389.31,408.14,"10,32,88,60,398","45,84,22,65,023"
23-08-2020,395.56,396.49,385.04,391.38,"8,13,73,03,970","43,95,45,18,396"
22-08-2020,389.03,396.47,382.81,395.84,"10,13,18,47,985","44,44,89,18,222"
21-08-2020,416.15,418.64,387.44,389.13,"11,78,17,96,374","43,69,03,15,907"
20-08-2020,406.76,418.73,404.03,416.44,"10,04,30,32,427","46,75,13,56,941"
19-08-2020,423.74,427.02,396.68,406.46,"13,13,73,91,167","45,62,58,64,918"
18-08-2020,429.67,432.58,419.67,423.67,"11,97,89,84,079","47,55,14,07,033"
17-08-2020,433.97,442.73,422.65,429.53,"13,22,70,89,410","48,20,34,26,751"
16-08-2020,433.35,436.27,415.09,433.79,"12,16,88,16,874","48,67,51,62,267"
15-08-2020,437.56,441.75,429.87,433.35,"12,41,60,67,894","48,62,08,20,125"
14-08-2020,428.68,444.58,423.35,437.4,"15,06,45,89,987","49,06,84,74,083"
13-08-2020,390.84,432.9,379.71,428.74,"18,48,03,03,526","48,09,15,69,052"
