Dates,Open ,High,Low,Close ,Volume,MarketCapita
22-07-2019,225.7,226.86,213.45,217.56,"6,33,88,43,919","23,28,11,38,563"
21-07-2019,229.17,229.86,219.03,225.63,"6,68,50,82,868","24,14,17,04,293"
20-07-2019,221.41,234.2,221.19,229.12,"7,97,62,45,988","24,51,18,69,214"
19-07-2019,226.66,226.94,215.84,221.33,"7,60,64,33,131","23,67,58,84,534"
18-07-2019,211.44,229.24,208.04,226.57,"9,32,78,16,059","24,23,25,72,603"
17-07-2019,199.07,217.98,193.99,211.48,"9,38,77,47,640","22,61,66,51,114"
16-07-2019,229.75,234.51,197.38,199.19,"9,03,66,20,494","21,29,89,41,499"
15-07-2019,227.97,235.03,210.39,229.78,"9,72,36,74,244","24,56,64,88,597"
14-07-2019,269.28,269.64,227.27,227.58,"8,57,83,39,386","24,32,84,22,207"
13-07-2019,276.29,276.69,263.07,269.46,"6,71,68,29,429","28,80,18,16,023"
12-07-2019,268.69,278.86,268,276.28,"8,14,89,36,015","29,52,68,02,979"
11-07-2019,289.95,290.02,266.09,268.7,"10,21,62,87,022","28,71,38,49,048"
10-07-2019,308.85,313.07,285.57,290,"11,67,99,85,167","30,98,58,27,113"
09-07-2019,313.33,318.22,305.29,308.88,"10,05,51,59,803","32,99,87,49,928"
08-07-2019,305.73,314.27,303.5,313.25,"9,07,89,05,628","33,46,13,69,498"
07-07-2019,287.6,310.14,286.11,305.7,"8,11,97,24,981","32,65,06,11,906"
06-07-2019,287.89,295.99,286.67,287.55,"7,67,46,15,025","30,70,77,85,756"
05-07-2019,284.38,293.92,282.69,288,"8,72,34,93,015","30,75,19,16,427"
04-07-2019,303.03,303.96,282.77,284.52,"8,40,35,13,106","30,37,70,82,394"
03-07-2019,291.76,303.34,291.4,303.1,"9,92,67,11,979","32,35,62,99,765"
02-07-2019,293.54,295.66,272.6,291.6,"10,61,84,13,952","31,12,43,32,021"
01-07-2019,290.27,301.03,280.02,293.64,"10,29,22,23,948","31,33,85,71,563"
30-06-2019,319.58,322.79,290.7,290.7,"10,30,31,11,000","31,02,02,95,932"
29-06-2019,311.28,322.04,294.75,320.06,"10,92,93,74,565","34,14,92,63,832"
28-06-2019,294.14,313.03,292.94,311.23,"11,51,46,56,820","33,20,25,86,960"
27-06-2019,336.96,343.43,278.57,294.27,"14,03,80,92,503","31,38,93,90,615"
26-06-2019,317.99,361.4,315.95,336.75,"16,43,70,84,081","35,91,67,27,561"
25-06-2019,310.68,318.13,307.64,318.13,"9,64,17,64,965","33,92,57,13,000"
24-06-2019,307.72,312.33,299.56,310.42,"8,20,57,12,062","33,10,01,60,024"
23-06-2019,309.42,318.57,305.76,307.83,"8,16,10,62,380","32,81,90,43,043"
22-06-2019,295.12,315.19,294.73,309.38,"10,61,37,31,255","32,98,03,38,717"
21-06-2019,271.74,295.3,271.74,294.91,"9,33,16,94,140","31,43,37,71,859"
20-06-2019,269.41,274.07,265.5,271.7,"6,40,89,81,097","28,95,56,55,290"
19-06-2019,265.06,270.33,264.75,269.43,"5,51,65,10,947","28,71,07,80,975"
18-06-2019,274.32,274.32,263.14,265.05,"6,20,52,42,504","28,24,04,58,529"
17-06-2019,269.09,275.44,268.35,274.35,"6,00,97,95,781","29,22,75,67,867"
16-06-2019,268.9,278.14,265.54,269.22,"9,67,67,46,453","28,67,76,06,760"
15-06-2019,263.93,271.51,262.12,269.02,"8,12,68,53,944","28,65,22,03,067"
14-06-2019,256.18,265.37,254.15,264.09,"8,67,68,91,267","28,12,33,38,884"
13-06-2019,260.91,262.16,255.6,256.17,"8,44,20,77,836","27,27,65,72,627"
12-06-2019,245.93,261.02,244.49,260.9,"8,64,55,98,618","27,77,71,54,177"
11-06-2019,247.86,248.66,239.83,245.78,"7,38,22,69,700","26,16,39,06,569"
10-06-2019,232.83,247.66,229.34,247.52,"8,14,11,59,848","26,34,55,96,475"
09-06-2019,245.54,245.97,229.26,233.09,"7,56,64,21,456","24,80,61,23,509"
08-06-2019,251.25,252.38,243.23,245.74,"7,22,59,96,863","26,14,92,21,979"
07-06-2019,249.34,254.35,246.6,250.93,"8,37,95,34,528","26,69,83,53,830"
06-06-2019,246.93,249.94,238.5,249.47,"8,26,51,46,806","26,54,00,57,659"
05-06-2019,241.5,248.14,239.98,247.05,"8,54,89,17,062","26,27,88,74,480"
04-06-2019,252.51,252.51,236.13,241.34,"10,13,25,49,747","25,66,79,71,281"
03-06-2019,270.09,270.33,251.26,252.61,"9,37,57,12,917","26,86,30,86,906"
02-06-2019,265.51,272.81,265.04,270.23,"8,74,41,11,713","28,73,29,49,885"
01-06-2019,268.43,273.56,263.52,265.39,"9,94,28,69,852","28,21,53,30,784"
31-05-2019,256.02,268.66,249.11,268.11,"11,25,50,23,515","28,50,10,98,831"
30-05-2019,269.55,287.2,247.35,255.86,"13,60,42,68,584","27,19,48,92,741"
29-05-2019,271.78,273.76,263.09,269.46,"9,81,91,32,174","28,63,64,57,373"
28-05-2019,272.59,274.32,267.51,271.77,"10,36,28,46,898","28,87,85,12,607"
27-05-2019,267.14,278.51,265.44,272.86,"12,07,46,64,736","28,99,10,71,396"
26-05-2019,251.72,269.17,247.25,267.07,"9,66,42,67,731","28,37,19,43,145"
25-05-2019,249.69,257.36,249.09,251.76,"8,92,49,85,385","26,74,20,86,786"
24-05-2019,245.99,255.26,243.24,249.48,"9,92,94,33,206","26,49,70,14,858"
23-05-2019,244.67,247.62,233.79,245.97,"10,67,16,63,487","26,11,98,91,327"
22-05-2019,255,258.8,242.73,244.7,"9,81,82,57,463","25,98,20,60,192"
21-05-2019,251.65,262.11,248.2,255.22,"11,54,50,49,593","27,09,52,57,004"
20-05-2019,261.27,261.55,241.8,251.86,"10,83,45,41,285","26,73,60,46,292"
19-05-2019,234.45,263.74,233.76,261.29,"12,04,92,50,894","27,73,32,99,057"
18-05-2019,243.91,246.36,233.1,234.6,"10,93,31,42,646","24,89,65,20,187"
17-05-2019,263.85,266.98,227.77,243.76,"16,03,75,51,694","25,86,63,18,005"
16-05-2019,246.94,275.39,245.8,264.01,"18,66,14,65,873","28,01,09,58,253"
15-05-2019,217.01,247.45,216.82,247.15,"13,46,00,06,534","26,21,91,11,162"
14-05-2019,196.74,217.87,196.05,217.15,"12,75,10,49,755","23,03,31,14,137"
13-05-2019,187.42,205.1,185.31,196.85,"10,36,71,49,039","20,87,69,34,045"
12-05-2019,194.16,201.88,183.65,187.33,"10,32,60,50,090","19,86,46,35,091"
11-05-2019,173.14,203.47,173.14,194.3,"12,57,83,31,654","20,60,20,50,120"
10-05-2019,170.31,175.89,168.99,173.14,"8,03,69,19,053","18,35,59,36,406"
09-05-2019,170.95,172.88,167.25,170.29,"6,54,69,14,198","18,05,10,87,500"
08-05-2019,169.9,172.18,166.41,170.95,"6,41,65,69,598","18,11,86,02,844"
07-05-2019,172.43,180.39,169.69,169.8,"8,41,11,40,170","17,99,44,60,619"
06-05-2019,163.34,175.76,159.99,172.65,"7,54,00,96,853","18,29,46,24,766"
05-05-2019,164.02,165.4,159.7,163.45,"5,93,84,15,562","17,31,72,92,591"
04-05-2019,167.89,170.65,161.79,164.03,"6,65,81,00,049","17,37,60,70,198"
03-05-2019,162.08,170.07,161.08,167.95,"7,29,94,10,672","17,78,96,26,262"
02-05-2019,160.85,162.94,160.06,162.12,"6,04,41,71,062","17,16,99,62,760"
01-05-2019,162.19,164.06,159.66,160.82,"5,78,91,72,433","17,02,96,16,915"
30-04-2019,155.17,162.43,155.17,162.17,"6,27,58,03,460","17,17,01,10,493"
29-04-2019,157.29,158.33,153.19,155.2,"6,05,37,76,253","16,43,06,42,271"
28-04-2019,158.5,159.57,157.13,157.3,"5,37,98,94,433","16,65,00,76,837"
27-04-2019,156.27,160.59,155.62,158.43,"5,86,31,09,118","16,76,85,75,998"
26-04-2019,154.58,158.03,152.09,156.35,"7,50,52,83,355","16,54,54,62,357"
25-04-2019,165.91,166.51,153.85,154.46,"6,82,03,32,362","16,34,35,73,973"
24-04-2019,171.35,171.57,161.98,165.83,"7,35,13,04,156","17,54,40,29,659"
23-04-2019,172.01,176.85,170.9,171.45,"7,09,78,27,092","18,13,64,62,572"
22-04-2019,170.02,173.07,168.73,171.87,"6,09,48,78,077","18,17,92,92,263"
21-04-2019,173.72,174.42,167.43,170.05,"6,00,55,71,688","17,98,36,02,095"
20-04-2019,173.72,176.71,171.79,173.75,"6,14,25,67,812","18,37,30,23,202"
19-04-2019,173.79,173.98,170.62,173.71,"6,54,10,53,061","18,36,61,30,180"
18-04-2019,166.91,175.37,166.67,173.81,"6,97,15,81,464","18,37,49,13,022"
17-04-2019,167.55,168.94,165.5,166.95,"5,59,61,02,715","17,64,70,86,048"
16-04-2019,161.53,167.67,160.89,167.62,"5,18,01,05,341","17,71,59,13,572"
15-04-2019,167.9,168.82,159.56,161.57,"5,67,23,11,824","17,07,43,67,783"
14-04-2019,164.48,168.59,162.78,167.84,"4,84,62,98,303","17,73,40,50,269"
13-04-2019,164.62,166.36,163.01,164.51,"4,95,93,01,561","17,38,04,68,169"
12-04-2019,165.34,166.13,161.03,164.74,"6,23,71,85,309","17,40,17,65,647"
11-04-2019,177.34,177.49,162.32,165.5,"7,85,93,83,417","17,47,98,76,008"
10-04-2019,176.07,183.13,175.23,177.34,"7,85,69,24,879","18,72,80,58,767"
09-04-2019,180.22,180.25,175.09,176.11,"7,63,25,29,578","18,59,64,96,042"
08-04-2019,174.45,184.38,174.16,180.26,"9,30,49,64,610","19,03,16,40,376"
07-04-2019,165.98,175.21,164.93,174.53,"7,59,61,76,020","18,42,45,76,820"
06-04-2019,165.51,172.52,161.8,165.95,"7,16,70,16,221","17,51,60,82,778"
05-04-2019,158.02,167.22,157.44,165.51,"7,53,13,16,908","17,46,81,92,986"
04-04-2019,161.43,164.93,155.24,158.05,"7,95,31,23,529","16,67,84,77,300"
03-04-2019,164.01,178.32,157.32,161.46,"10,62,24,56,246","17,03,57,03,564"
02-04-2019,141.84,165.23,141.64,163.96,"9,82,66,45,698","17,29,75,72,365"
01-04-2019,141.47,142.73,140.74,141.83,"4,61,19,99,536","14,96,08,28,861"
31-03-2019,142.14,142.19,140.7,141.51,"4,24,90,50,197","14,92,55,33,137"
30-03-2019,142.36,149.61,141.03,142.09,"5,14,46,62,127","14,98,46,15,423"
29-03-2019,139.34,142.55,138.05,142.5,"5,12,56,02,702","15,02,53,61,637"
28-03-2019,141.01,141.01,138.43,139.42,"4,16,32,12,475","14,69,86,09,599"
27-03-2019,135.45,141.08,135.34,140.99,"5,22,82,40,093","14,86,23,94,451"
26-03-2019,135.05,135.46,133.76,135.46,"4,49,92,71,679","14,27,78,16,266"
25-03-2019,137.08,137.7,133.49,135.03,"4,48,05,16,753","14,23,07,33,149"
24-03-2019,138.32,138.38,136.31,136.99,"4,26,68,45,458","14,43,49,95,337"
23-03-2019,137.04,139.39,136.91,138.24,"4,43,65,68,613","14,56,51,43,357"
22-03-2019,136.56,138.79,136.23,137.18,"4,49,08,99,266","14,45,17,40,115"
21-03-2019,140.48,141,135.86,136.64,"5,08,72,47,796","14,39,24,27,839"
20-03-2019,140.48,140.95,138.31,140.69,"4,66,41,34,462","14,81,71,51,375"
19-03-2019,139.25,140.99,139.14,140.52,"4,25,14,88,129","14,79,76,12,389"
18-03-2019,140.1,142.27,138.84,139.37,"4,55,17,39,879","14,67,51,81,094"
17-03-2019,142.24,142.37,139.32,140,"3,82,71,57,729","14,73,92,01,597"
16-03-2019,137.91,144.56,137.91,142.4,"4,83,90,03,569","14,98,96,91,491"
15-03-2019,133.57,138.4,133.57,137.69,"4,50,68,61,856","14,49,23,64,551"
14-03-2019,133.2,135.18,132.75,133.71,"4,47,65,32,147","14,07,16,28,064"
13-03-2019,134.61,134.61,132.72,133.26,"4,26,51,62,099","14,02,26,10,219"
12-03-2019,134.01,135.27,130.94,134.44,"4,70,99,88,000","14,14,49,29,392"
11-03-2019,136.85,137.35,133.1,133.83,"4,68,98,07,419","14,07,90,44,648"
10-03-2019,138.18,138.27,135.69,136.76,"4,57,84,38,499","14,38,48,60,876"
09-03-2019,134.89,139.12,134.68,137.97,"5,01,19,18,715","14,50,98,73,018"
08-03-2019,138.31,139.5,133.56,135.13,"4,67,88,16,794","14,20,95,42,041"
07-03-2019,138.94,140.86,137.27,138.03,"4,33,92,06,292","14,51,33,98,954"
06-03-2019,137.96,139.97,136.15,138.79,"4,58,90,54,219","14,59,08,67,639"
05-03-2019,127.79,138.23,126.74,137.82,"4,76,48,49,990","14,49,21,17,352"
04-03-2019,132.16,132.73,125.4,127.77,"4,00,81,71,341","13,43,28,96,659"
03-03-2019,134.79,135.85,131.33,132.25,"3,45,43,74,053","13,90,06,79,027"
02-03-2019,136.35,137.18,132.44,134.21,"3,74,71,76,425","14,10,36,98,392"
01-03-2019,136.84,139,136.43,136.44,"3,75,61,24,824","14,33,59,57,425"
28-02-2019,136.28,138.85,135.66,136.75,"4,53,54,38,953","14,36,51,18,213"
27-02-2019,138.03,141.34,131.6,136.13,"4,46,97,76,860","14,29,80,70,644"
26-02-2019,139.65,139.98,136.58,138.09,"3,79,12,92,839","14,50,24,64,167"
25-02-2019,135.5,142.53,135.48,139.82,"4,91,43,92,068","14,68,25,97,926"
24-02-2019,158.9,165.55,135.85,135.85,"5,95,77,15,043","14,26,38,73,721"
23-02-2019,148.68,159.13,147.33,158.8,"4,51,94,68,458","16,67,06,32,412"
22-02-2019,146.07,149.27,145.21,149.09,"3,73,10,99,284","15,64,99,61,167"
21-02-2019,149.35,149.35,144.56,146.13,"3,99,57,66,856","15,33,71,45,738"
20-02-2019,145.17,149.55,142.5,149.55,"4,50,00,94,965","15,69,44,62,393"
19-02-2019,146.4,149.93,145.13,145.35,"5,31,08,42,625","15,25,09,01,019"
18-02-2019,133.03,147.69,133,146.1,"5,38,75,25,773","15,32,78,52,479"
17-02-2019,123.18,134.46,123.09,133.6,"4,23,60,81,130","14,01,46,95,490"
16-02-2019,122.4,124.13,122.3,123.26,"2,90,58,33,287","12,92,85,50,184"
15-02-2019,121.45,123.66,121.37,122.1,"3,02,17,41,615","12,80,52,80,766"
14-02-2019,122.42,124.45,121.33,121.39,"3,33,17,01,628","12,72,92,13,675"
13-02-2019,122.54,125.55,121.61,122.55,"3,38,65,85,799","12,84,96,05,819"
12-02-2019,121.18,123.47,119.6,122.57,"3,14,95,76,429","12,84,99,65,121"
11-02-2019,124.87,124.87,120.31,121.3,"3,22,24,73,887","12,71,47,95,026"
10-02-2019,119.41,124.85,117.11,124.81,"3,14,87,66,590","13,08,08,81,910"
09-02-2019,119.21,120.69,118,119.43,"2,88,46,50,400","12,51,58,70,173"
08-02-2019,104.65,119.81,104.19,119.27,"3,65,68,41,347","12,49,69,45,336"
07-02-2019,104.84,106.06,104.41,104.54,"2,32,67,64,622","10,95,16,52,648"
06-02-2019,107.57,107.57,102.93,104.92,"2,59,30,48,199","10,99,02,66,833"
05-02-2019,107.63,108.13,106.91,107.44,"2,51,58,63,999","11,25,30,35,388"
04-02-2019,107.63,108.7,107.07,107.82,"2,49,18,88,675","11,29,09,69,364"
03-02-2019,110.49,110.83,106.56,107.49,"2,51,93,34,757","11,25,48,70,706"
02-02-2019,107.47,110.65,106.76,110.43,"2,38,51,57,838","11,56,07,65,573"
01-02-2019,107.15,108.64,105.05,107.61,"2,54,12,71,519","11,26,38,15,610"
31-01-2019,108.9,110.46,106.53,107.06,"2,82,87,96,031","11,20,47,35,502"
30-01-2019,105.41,109.45,104.84,108.91,"2,87,43,70,355","11,39,62,82,341"
29-01-2019,106.72,107.17,104,105.6,"2,90,04,18,606","11,04,83,47,342"
28-01-2019,113.29,113.69,103.34,106.59,"3,36,68,95,505","11,15,04,61,958"
27-01-2019,116.51,116.69,113.41,113.41,"2,77,58,88,287","11,86,16,71,822"
26-01-2019,116.37,118.08,115.98,116.49,"2,41,21,81,169","12,18,23,38,148"
25-01-2019,117.59,117.8,115.83,116.38,"2,60,68,81,898","12,16,89,32,300"
24-01-2019,117.46,118.03,116.01,117.36,"2,52,08,43,420","12,26,99,92,351"
23-01-2019,118.71,119.42,116.38,117.45,"2,55,69,52,198","12,27,74,81,872"
22-01-2019,117.11,119.66,114.68,118.75,"2,55,25,07,405","12,41,09,72,241"
21-01-2019,119.64,119.72,116.16,117.16,"2,42,17,20,343","12,24,29,40,197"
20-01-2019,124.63,125.07,118.7,119.47,"2,96,41,08,269","12,48,31,36,112"
19-01-2019,121.61,125.9,121.16,124.52,"3,04,82,61,797","13,00,79,54,846"
18-01-2019,123.65,123.84,120.24,121.01,"2,30,53,89,800","12,63,92,34,713"
17-01-2019,123.57,124.27,120.82,123.74,"2,59,40,91,285","12,92,23,47,330"
16-01-2019,121.81,127.12,121.44,123.55,"2,74,64,69,340","12,89,98,12,275"
15-01-2019,129.17,130.74,120.31,122.03,"2,73,54,49,164","12,73,95,43,688"
14-01-2019,116.98,130.86,116.97,129.07,"2,79,80,85,735","13,47,17,54,802"
13-01-2019,125.91,126.27,116.09,116.9,"2,26,82,63,944","12,19,92,88,487"
12-01-2019,127.53,128.67,125.45,125.97,"2,21,21,09,224","13,14,34,26,379"
11-01-2019,127.81,130.17,125.24,127.55,"2,66,75,85,234","13,30,62,14,134"
10-01-2019,150.84,152.15,126.53,128.63,"3,39,77,34,456","13,41,62,63,931"
09-01-2019,150.55,153.62,150.29,150.8,"2,36,92,41,197","15,72,68,45,711"
08-01-2019,151.97,153.63,148.67,150.36,"2,45,98,08,140","15,67,78,89,902"
07-01-2019,157.81,158.45,151.15,151.7,"2,71,21,08,388","15,81,48,68,678"
06-01-2019,155.8,159.37,152.09,157.75,"3,23,12,94,371","16,44,24,29,109"
05-01-2019,154.34,160.82,154.34,155.64,"3,33,82,11,928","16,21,99,74,745"
04-01-2019,148.91,156.88,147.91,154.58,"3,12,61,92,535","16,10,70,68,093"
03-01-2019,155.2,155.86,147.2,149.14,"2,67,61,64,880","15,53,68,49,936"
02-01-2019,141.52,156.93,140.65,155.05,"3,32,82,40,369","16,15,00,49,902"
01-01-2019,133.42,141.4,132.65,140.82,"2,25,87,09,868","14,66,53,18,370"
31-12-2018,140.03,140.18,132.52,133.37,"2,35,83,60,234","13,88,68,37,730"
30-12-2018,137.63,140.69,133.98,139.86,"2,66,00,86,834","14,56,00,66,114"
29-12-2018,138.47,147.03,134.57,138.02,"3,16,90,29,972","14,36,57,97,196"
28-12-2018,116.9,137.65,115.69,137.65,"3,13,02,01,009","14,32,45,11,544"
27-12-2018,131.92,132.68,115.65,116.58,"2,61,28,04,378","12,12,94,93,222"
26-12-2018,129.89,136.68,126.29,131.87,"2,72,04,69,126","13,71,78,58,346"
25-12-2018,141,141,125.11,129.84,"3,29,82,80,609","13,50,50,89,290"
24-12-2018,130.64,157.67,130.64,140.24,"4,37,03,43,387","14,58,34,57,939"
23-12-2018,117.27,133.08,117.27,130.77,"3,57,97,15,061","13,59,58,87,732"
22-12-2018,109.46,116.76,107.5,116.76,"2,33,87,72,939","12,13,74,81,655"
21-12-2018,115.84,119.09,107.58,109.5,"2,63,25,39,990","11,38,03,57,569"
20-12-2018,101.09,117.17,100.64,116.22,"3,06,38,42,618","12,07,66,74,310"
19-12-2018,101.68,108.55,100.69,101.27,"2,45,64,82,115","10,52,14,16,481"
18-12-2018,95.11,101.32,92.97,101.11,"2,27,75,14,076","10,50,32,95,749"
17-12-2018,85.38,96.81,85.38,95.13,"2,10,14,53,024","9,88,04,56,239"
16-12-2018,84.47,87.57,84.47,85.26,"1,56,58,17,037","8,85,35,67,311"
15-12-2018,84.28,85.34,82.83,84.44,"1,49,61,76,898","8,76,66,38,124"
14-12-2018,86.63,87.14,83.23,84.31,"1,65,14,91,877","8,75,12,09,554"
13-12-2018,90.66,91.11,85.52,86.54,"1,75,44,75,622","8,98,11,08,543"
12-12-2018,88.61,92.24,88.26,90.59,"1,53,30,50,103","9,40,00,44,026"
11-12-2018,91.58,92.78,87.69,88.95,"1,70,74,97,898","9,22,73,01,064"
10-12-2018,94.99,96.26,90.65,91.69,"1,75,64,37,577","9,50,98,16,315"
09-12-2018,92.04,98.9,91.03,95.14,"1,87,55,67,180","9,86,64,14,732"
08-12-2018,93.41,97.06,86.83,92.16,"1,85,57,59,401","9,55,53,27,946"
07-12-2018,91.65,96.09,83.47,93.29,"2,55,43,04,530","9,67,11,77,427"
06-12-2018,102.45,104.1,91.76,91.76,"2,31,07,16,932","9,51,04,17,097"
05-12-2018,110.34,110.6,102.48,102.48,"1,99,01,57,607","10,61,88,84,099"
04-12-2018,108.8,113.14,107.4,110.21,"1,74,81,16,495","11,41,86,17,063"
03-12-2018,116.38,116.62,107.42,108.93,"1,77,27,56,193","11,28,29,11,404"
02-12-2018,118.27,120.56,116.09,116.39,"1,85,61,99,149","12,05,37,70,487"
01-12-2018,113.4,120.84,111.62,118.64,"2,13,14,75,768","12,28,41,17,522"
30-11-2018,117.73,119.42,111.74,113.17,"2,02,07,48,396","11,71,60,96,076"
29-11-2018,122.72,123.23,115.3,117.54,"2,19,60,99,151","12,16,62,85,642"
28-11-2018,110.2,126.05,110.2,122.44,"2,67,34,70,000","12,67,04,91,119"
27-11-2018,107.91,111.84,102.45,110.01,"2,32,00,10,000","11,38,22,16,773"
26-11-2018,116.34,118.2,104.89,108.33,"2,13,94,90,000","11,20,67,75,318"
25-11-2018,113.13,118.88,101.77,116.45,"2,46,67,50,000","12,04,39,00,588"
24-11-2018,123.3,126.79,110.83,113.49,"1,80,09,60,000","11,73,59,01,799"
23-11-2018,126.42,127.03,119.56,123.3,"1,99,80,10,000","12,74,70,16,419"
22-11-2018,136.81,137.74,126.71,126.71,"1,79,21,50,000","13,09,70,09,562"
21-11-2018,131.14,138.89,125.76,136.7,"2,68,59,30,000","14,12,74,20,909"
20-11-2018,148.81,151.25,126.36,130.34,"3,13,44,10,000","13,46,73,03,239"
19-11-2018,177.18,177.18,147.85,149.18,"2,74,51,60,000","15,41,05,51,811"
18-11-2018,174.18,179.15,174.18,177.07,"1,81,09,20,000","18,28,84,11,984"
17-11-2018,175.36,175.85,172.87,174,"1,83,28,00,000","17,96,82,21,715"
16-11-2018,180.87,181.35,173.13,175.18,"2,01,53,30,000","18,08,61,56,169"
15-11-2018,181.9,184.25,170.19,180.81,"2,63,84,10,000","18,66,36,59,629"
14-11-2018,206.53,207.04,174.08,181.4,"2,59,53,30,000","18,72,10,32,761"
13-11-2018,210.15,210.51,206.13,206.83,"1,61,02,60,000","21,34,12,61,802"
12-11-2018,211.51,212.62,208.92,210.42,"1,45,23,80,000","21,70,76,37,540"
11-11-2018,212.48,213,208.87,211.34,"1,50,16,00,000","21,79,84,64,881"
10-11-2018,209.97,213.86,209.81,212.53,"1,37,77,60,000","21,91,71,95,708"
09-11-2018,211.99,213.32,209.51,210.07,"1,55,47,50,000","21,65,93,29,261"
08-11-2018,217.33,218.34,212.2,212.23,"1,76,90,80,000","21,87,74,24,057"
07-11-2018,218.9,221.65,216.8,217.18,"1,92,78,30,000","22,38,34,97,662"
06-11-2018,209.47,218.45,207.89,218.45,"1,85,69,40,000","22,44,56,90,692"
05-11-2018,207.1,210.82,206.57,209.09,"1,61,35,10,000","21,54,09,96,877"
04-11-2018,200.16,211.27,198.99,207.49,"1,74,93,00,000","21,37,14,16,840"
03-11-2018,200.74,200.74,199.53,200.19,"1,30,71,50,000","20,61,54,39,151"
02-11-2018,198.98,201.27,198.75,200.63,"1,45,18,70,000","20,65,76,29,735"
01-11-2018,197.54,203.75,197.33,198.87,"1,33,67,00,000","20,47,21,05,764"
31-10-2018,197.65,198.34,196.53,197.38,"1,44,23,80,000","20,31,46,28,127"
30-10-2018,197.2,198.12,196.35,197.56,"1,36,35,00,000","20,32,85,80,026"
29-10-2018,205.17,205.6,195.73,197.25,"1,51,72,30,000","20,29,28,11,278"
28-10-2018,204.51,205.92,203.52,205.37,"1,13,91,40,000","21,12,39,07,349"
27-10-2018,203.36,206.08,203.13,204.21,"1,08,48,10,000","21,00,08,52,987"
26-10-2018,202.34,204.78,201.55,203.33,"1,16,13,10,000","20,90,61,30,835"
25-10-2018,203.87,204.13,201.82,202.72,"1,10,29,00,000","20,83,92,59,066"
24-10-2018,204.13,205.58,203.35,203.85,"1,10,22,20,000","20,95,16,03,018"
23-10-2018,204.02,205.15,201.91,204.34,"1,23,74,90,000","20,99,71,81,867"
22-10-2018,205.17,206.93,203.38,204.04,"1,32,89,80,000","20,96,29,77,292"
21-10-2018,205.39,208.16,204.62,205.14,"1,19,03,00,000","21,07,16,30,786"
20-10-2018,203.51,206.22,203.09,205.43,"1,23,87,80,000","21,09,70,37,289"
19-10-2018,203.26,204.66,201.84,203.73,"1,26,44,80,000","20,91,79,73,393"
18-10-2018,207.4,208.47,201.74,203.35,"1,36,58,60,000","20,87,53,41,345"
17-10-2018,210.22,211.13,205.93,207.08,"1,44,41,30,000","21,25,41,17,736"
16-10-2018,209.63,212.17,207.98,210.12,"1,53,22,80,000","21,56,15,38,445"
15-10-2018,195.27,222.12,194.16,209.7,"2,86,58,30,000","21,51,45,74,462"
14-10-2018,199.69,201.83,195.24,195.72,"1,16,92,60,000","20,07,53,97,007"
13-10-2018,196.36,201.28,196.36,199.84,"1,16,76,10,000","20,49,45,29,773"
12-10-2018,188.71,199.4,188.71,196.73,"1,48,79,00,000","20,17,11,57,774"
11-10-2018,225.61,225.61,189.28,189.5,"2,16,76,20,000","19,42,61,81,717"
10-10-2018,227.62,227.71,224.5,225.77,"1,38,40,40,000","23,13,97,13,070"
09-10-2018,229.71,230.16,226.4,227.98,"1,40,51,30,000","23,36,18,91,401"
08-10-2018,226.51,230.76,224.56,229.25,"1,47,07,40,000","23,48,76,73,000"
07-10-2018,225.44,226.37,223,226.12,"1,47,04,80,000","23,16,17,67,973"
06-10-2018,227.55,227.93,224.25,225.12,"1,50,50,70,000","23,05,48,17,089"
05-10-2018,222.27,228.32,220.96,227.6,"1,54,73,30,000","23,30,42,34,601"
04-10-2018,220.45,226.15,220.09,222.22,"1,47,95,00,000","22,74,85,80,859"
03-10-2018,226.41,226.46,213.97,220.49,"1,68,39,30,000","22,56,70,89,086"
02-10-2018,231.1,231.17,225.84,227.18,"1,54,20,80,000","23,24,74,03,474"
01-10-2018,233.22,234.15,226.94,230.77,"1,59,75,00,000","23,60,97,28,018"
30-09-2018,231.33,236.99,228.44,232.85,"1,76,55,60,000","23,81,78,05,502"
29-09-2018,221.71,234.01,216.08,231.63,"2,20,87,20,000","23,68,89,83,896"
28-09-2018,229.04,231.75,218.67,222.4,"2,01,81,20,000","22,74,02,33,568"
27-09-2018,215.44,230.61,212.65,228.49,"2,03,03,20,000","23,35,84,64,739"
26-09-2018,218.65,221.44,209.11,215.85,"1,75,61,00,000","22,06,11,64,303"
25-09-2018,228.33,228.33,206.49,218.5,"2,12,03,60,000","22,32,83,27,983"
24-09-2018,244.84,245.11,227.49,228.73,"1,74,87,40,000","23,36,85,14,475"
23-09-2018,240.99,247.46,237.86,244.33,"1,69,34,70,000","24,95,73,39,670"
22-09-2018,247.34,251.2,233.81,240.48,"1,92,18,20,000","24,55,91,89,741"
21-09-2018,225.25,248.39,221.57,246.58,"2,83,62,00,000","25,17,75,61,991"
20-09-2018,210.29,224.82,207.79,224.59,"1,78,20,70,000","22,92,73,00,808"
19-09-2018,209.47,213.87,201.66,209.97,"1,73,33,30,000","21,43,03,23,331"
18-09-2018,197.09,213.36,195.93,209.97,"1,80,06,40,000","21,42,66,28,309"
17-09-2018,221.58,224.26,195.31,197.88,"2,01,99,10,000","20,18,79,02,505"
16-09-2018,222.8,222.8,211.12,220.59,"1,50,22,60,000","22,50,07,48,646"
15-09-2018,209.81,226.6,209.61,223.07,"1,67,04,90,000","22,74,96,47,321"
