Dates,Open,High,Low,Close,Volume,MarketCap
29-10-2022,1,1,0.9991,1,"29,10,41,158","6,24,28,73,918"
28-10-2022,0.9997,1,0.9987,1,"39,05,58,637","6,22,52,82,258"
27-10-2022,0.9997,1,0.9985,0.9997,"33,85,67,790","6,25,69,53,404"
26-10-2022,0.9998,1,0.9989,0.9998,"35,60,99,703","6,24,80,93,494"
25-10-2022,0.9997,1,0.9984,0.9999,"34,62,86,705","6,23,69,33,043"
24-10-2022,1,1,0.9986,0.9997,"26,82,69,167","6,24,19,92,773"
23-10-2022,0.9999,1,0.999,1,"16,96,50,072","6,24,76,92,840"
22-10-2022,0.9999,1,0.9991,0.9999,"20,26,38,326","6,21,28,39,278"
21-10-2022,0.9997,1,0.9987,0.9999,"25,44,54,491","6,20,51,58,395"
20-10-2022,0.9998,1,0.9988,0.9997,"19,89,71,785","6,25,16,56,270"
19-10-2022,0.9998,1,0.9988,1,"21,37,74,999","6,33,58,01,681"
18-10-2022,0.9996,1,0.9989,0.9997,"23,88,58,212","6,46,01,28,683"
17-10-2022,0.9998,1,0.9991,0.9996,"31,26,85,002","6,45,65,97,515"
16-10-2022,0.9996,1,0.9992,0.9998,"17,70,02,768","6,47,82,95,358"
15-10-2022,1,1,0.9991,0.9997,"14,82,95,990","6,47,36,65,492"
14-10-2022,0.9997,1,0.9987,1,"45,07,40,086","6,48,83,06,954"
13-10-2022,0.9992,1,0.9984,0.9996,"59,54,69,371","6,49,24,85,057"
12-10-2022,0.9997,1,0.9992,0.9993,"23,46,73,316","6,65,94,02,973"
11-10-2022,0.9992,1,0.9987,0.9997,"35,70,29,174","6,67,26,52,255"
10-10-2022,0.9999,1,0.9986,0.9993,"24,04,84,178","6,73,40,11,394"
09-10-2022,0.9999,1,0.9991,0.9999,"18,36,34,481","6,76,33,22,037"
08-10-2022,0.9997,1,0.9988,0.9998,"16,42,22,590","6,77,01,72,434"
07-10-2022,0.9996,1,0.9984,0.9996,"32,98,02,095","6,76,81,25,576"
06-10-2022,0.9998,1,0.9989,0.9995,"38,99,48,694","6,78,53,88,152"
05-10-2022,0.9998,1,0.9989,0.9997,"27,53,09,290","6,79,42,73,219"
04-10-2022,1,1,0.9992,0.9999,"32,70,88,391","6,81,80,37,014"
03-10-2022,0.9998,1,0.999,1,"50,14,42,923","6,78,09,68,048"
02-10-2022,0.9995,1,0.9986,0.9996,"24,40,75,699","6,83,02,10,006"
01-10-2022,0.9999,1,0.999,0.9995,"35,90,43,007","6,86,03,18,993"
30-09-2022,0.9999,1,0.9984,0.9998,"48,63,24,490","6,86,52,49,127"
29-09-2022,0.9995,1,0.9984,1,"42,43,83,311","6,87,46,12,304"
28-09-2022,0.9996,1,0.9982,0.9994,"40,72,90,083","6,85,93,32,751"
27-09-2022,1,1,0.9974,0.9998,"34,97,42,476","6,90,80,77,131"
26-09-2022,0.9998,1,0.9987,0.9999,"32,37,86,887","6,92,08,83,715"
25-09-2022,0.9995,1,0.9985,0.9998,"19,58,05,495","6,92,89,06,124"
24-09-2022,1,1,0.9986,0.9996,"24,56,62,524","6,92,86,18,161"
23-09-2022,0.9995,1,0.999,1,"29,65,11,850","6,98,16,70,714"
22-09-2022,1,1,0.9986,0.9997,"37,55,68,902","6,93,23,84,713"
21-09-2022,0.9995,1,0.9979,1,"48,71,58,988","6,87,61,49,458"
20-09-2022,0.9992,1,0.9986,0.9995,"35,12,87,177","6,87,47,36,728"
19-09-2022,0.9992,1,0.998,0.9993,"48,94,19,433","6,83,16,51,062"
18-09-2022,1,1,0.9986,0.9994,"37,12,62,485","6,88,05,42,890"
17-09-2022,1,1,0.999,1,"19,09,98,907","6,83,53,08,977"
16-09-2022,0.9998,1,0.9985,1,"44,28,03,639","6,83,40,63,123"
15-09-2022,1,1,0.9982,0.9997,"69,45,49,244","6,83,15,12,259"
14-09-2022,0.9985,1,0.9982,1,"69,84,10,149","6,83,39,88,191"
13-09-2022,0.9998,1,0.9966,0.9997,"85,13,31,148","6,85,15,76,129"
12-09-2022,1,1,0.9974,0.9998,"46,91,14,833","6,89,02,04,219"
11-09-2022,0.9998,1,0.9984,1,"34,00,02,365","6,90,57,21,201"
10-09-2022,1,1,0.999,0.9997,"34,56,15,261","6,89,87,85,653"
09-09-2022,1,1,0.999,0.9999,"46,71,89,159","6,87,48,78,325"
08-09-2022,1,1,0.9986,1,"39,10,20,932","6,87,49,87,464"
07-09-2022,0.9986,1,0.9985,1,"50,49,95,803","6,84,98,02,214"
06-09-2022,1,1,0.9977,0.9986,"57,37,41,432","6,86,18,13,679"
05-09-2022,1,1,0.999,1,"51,91,36,614","6,90,52,91,278"
04-09-2022,1,1,0.9991,1,"53,12,72,775","6,90,70,59,654"
03-09-2022,1,1,0.9983,1,"29,93,68,935","7,00,50,05,693"
02-09-2022,0.9998,1,0.9981,1,"47,74,87,274","7,00,56,46,499"
01-09-2022,0.9997,1,0.9971,0.9998,"37,07,15,815","6,97,71,31,561"
31-08-2022,0.9992,1,0.9978,0.9996,"59,35,23,153","6,97,11,55,000"
30-08-2022,0.9999,1,0.9974,0.9991,"64,88,14,217","6,94,41,86,166"
29-08-2022,0.9988,1,0.9988,0.9999,"62,81,35,412","6,93,95,57,451"
28-08-2022,1,1,0.9976,0.9987,"33,51,01,094","6,92,81,75,802"
27-08-2022,0.9995,1,0.9974,1,"45,73,08,374","6,94,07,51,370"
26-08-2022,1,1,0.998,0.9994,"56,21,72,158","6,96,39,07,333"
25-08-2022,0.9995,1,0.9991,1,"29,81,66,577","6,97,47,42,099"
24-08-2022,0.9999,1,0.9987,0.9995,"41,50,89,299","6,95,83,44,596"
23-08-2022,1,1,0.9986,0.9999,"47,59,77,728","6,96,53,80,867"
22-08-2022,0.9999,1,0.9977,1,"49,09,23,610","6,99,35,03,469"
21-08-2022,1,1,0.9987,0.9997,"42,81,57,936","7,00,83,87,057"
20-08-2022,0.9989,1,0.997,1,"50,46,55,674","7,05,55,79,992"
19-08-2022,0.9985,1,0.9977,0.9989,"80,85,02,472","7,09,87,58,066"
18-08-2022,0.9995,1,0.9985,0.9987,"33,36,47,252","7,14,49,65,701"
17-08-2022,0.9998,1,0.9969,0.9994,"57,59,93,160","7,18,71,56,677"
16-08-2022,0.9995,1,0.9981,0.9998,"52,28,23,197","7,23,24,23,249"
15-08-2022,0.9995,1,0.9979,0.9996,"63,70,63,804","7,25,79,23,535"
14-08-2022,0.9996,1,0.9981,0.9994,"35,68,43,514","7,26,40,92,075"
13-08-2022,0.9998,1,0.9986,0.9996,"39,07,81,938","7,31,01,79,131"
12-08-2022,0.9995,1,0.9984,0.9997,"65,80,30,751","7,29,25,27,455"
11-08-2022,1,1,0.9984,0.9996,"87,15,37,555","7,46,41,75,874"
10-08-2022,1,1,0.9988,1,"69,28,75,982","7,57,56,72,005"
09-08-2022,0.9998,1,0.9985,1,"1,18,90,51,176","7,52,78,09,210"
08-08-2022,0.9991,1,0.999,0.9997,"2,94,92,07,693","7,49,89,68,501"
07-08-2022,0.9995,1,0.9988,0.9991,"36,72,18,176","7,52,41,68,018"
06-08-2022,1,1,0.999,0.9994,"56,55,43,035","7,54,28,52,745"
05-08-2022,1,1,0.999,1,"60,68,33,837","7,51,07,04,307"
04-08-2022,0.9996,1,0.9985,1,"66,86,59,241","7,46,55,70,247"
03-08-2022,0.9995,1,0.9988,0.9997,"43,47,20,819","7,40,73,19,948"
02-08-2022,1,1,0.9983,0.9997,"85,90,44,159","7,39,07,18,162"
01-08-2022,0.9992,1,0.9988,1,"91,18,12,753","7,44,94,18,579"
31-07-2022,0.9994,1,0.9988,0.9991,"1,19,47,96,256","7,43,25,28,120"
30-07-2022,0.9992,1,0.9986,0.9994,"43,25,87,887","7,46,92,96,483"
29-07-2022,0.9991,1,0.9984,0.9991,"71,45,79,988","7,47,92,41,334"
28-07-2022,1,1,0.9988,0.999,"83,76,27,434","7,44,74,16,135"
27-07-2022,1,1,0.999,0.9999,"1,29,72,78,197","7,39,26,53,335"
26-07-2022,0.9993,1,0.9987,1,"1,16,39,55,322","7,33,04,84,133"
25-07-2022,0.9998,1,0.9989,0.9993,"64,18,36,216","7,35,43,81,796"
24-07-2022,1,1,0.9992,0.9998,"31,03,66,101","7,37,51,47,134"
23-07-2022,0.9999,1,0.999,1,"22,92,36,895","7,38,41,70,458"
22-07-2022,1,1,0.9988,0.9999,"36,26,78,509","7,31,32,62,700"
21-07-2022,0.9992,1,0.9984,0.9999,"28,67,28,850","7,28,58,81,396"
20-07-2022,1,1,0.9983,0.9991,"33,05,20,651","7,29,12,87,012"
19-07-2022,1,1,0.9987,1,"34,70,56,310","7,27,90,81,219"
18-07-2022,0.9994,1,0.9987,1,"36,27,80,858","7,24,23,06,768"
17-07-2022,1,1,0.999,0.9993,"17,89,79,231","7,17,32,09,753"
16-07-2022,0.9999,1,0.9989,0.9999,"24,18,98,537","7,04,05,62,267"
15-07-2022,0.9997,1,0.9991,0.9999,"26,60,25,714","6,99,38,74,625"
14-07-2022,1,1,0.9992,0.9998,"22,75,37,576","6,95,94,69,116"
13-07-2022,0.9992,1,0.9991,1,"23,16,85,293","6,92,34,42,580"
12-07-2022,0.9994,1,0.999,0.9992,"25,02,50,419","6,86,07,92,241"
11-07-2022,0.9995,1,0.9988,0.9995,"17,41,98,910","6,91,61,82,520"
10-07-2022,0.9997,1,0.9988,0.9995,"19,22,48,392","6,88,74,67,083"
09-07-2022,0.9996,1,0.9992,0.9997,"10,05,93,392","6,95,24,27,690"
08-07-2022,1,1,0.999,0.9996,"23,53,44,156","6,92,34,99,167"
07-07-2022,1,1,0.9997,1,"21,95,77,906","6,91,09,79,048"
06-07-2022,0.9999,1,0.9994,1,"20,45,66,870","6,88,81,36,681"
05-07-2022,1,1,0.9991,0.9999,"26,69,38,937","6,89,73,33,977"
04-07-2022,1,1,0.9993,1,"21,04,29,655","6,91,31,62,802"
03-07-2022,1,1,0.9994,1,"15,44,09,747","6,90,09,83,062"
02-07-2022,0.9999,1,0.9991,1,"19,20,11,906","6,87,08,89,606"
01-07-2022,1,1,0.999,0.9999,"34,57,50,428","6,85,93,77,604"
30-06-2022,1,1,0.999,1,"31,41,72,508","6,78,44,56,599"
29-06-2022,0.9999,1,0.9995,1,"29,51,93,646","6,80,01,87,231"
28-06-2022,0.9992,1,0.9989,0.9999,"34,97,31,783","6,72,82,50,929"
27-06-2022,0.9997,1,0.999,0.9992,"25,71,59,960","6,79,14,03,526"
26-06-2022,1,1,0.9992,0.9996,"21,27,97,554","6,78,22,60,868"
25-06-2022,1,1,0.9992,1,"24,42,58,444","6,81,29,82,370"
24-06-2022,1,1,0.999,1,"37,60,57,529","6,78,87,42,879"
23-06-2022,0.9991,1,0.9991,1,"35,38,13,415","6,79,63,86,686"
22-06-2022,0.9999,1,0.9983,0.9991,"30,31,26,637","6,79,38,06,725"
21-06-2022,1,1,0.999,0.9998,"34,86,78,972","6,78,25,58,951"
20-06-2022,0.9999,1,0.9987,1,"38,34,13,556","6,75,12,20,196"
19-06-2022,1,1,0.9991,1,"53,05,54,452","6,74,87,40,194"
18-06-2022,1,1,0.9984,1,"70,75,33,310","6,76,18,77,858"
17-06-2022,1,1,0.9994,1,"39,55,40,828","6,82,29,35,214"
16-06-2022,1,1,0.9988,1,"43,25,75,571","6,67,68,98,577"
15-06-2022,1,1,0.9988,1,"80,23,31,869","6,73,20,77,160"
14-06-2022,1,1,0.9989,1,"79,51,26,976","6,82,89,27,263"
13-06-2022,0.9999,1,0.9986,1,"1,14,08,57,352","6,92,08,75,897"
12-06-2022,0.9997,1,0.9987,0.9999,"32,32,37,156","6,98,93,73,080"
11-06-2022,0.9994,1,0.9985,0.9998,"35,83,66,641","7,02,33,01,269"
10-06-2022,0.9999,1,0.999,0.9994,"28,42,57,004","7,06,18,91,643"
09-06-2022,0.9999,1,0.9992,1,"15,28,17,553","6,98,65,61,801"
08-06-2022,0.9999,1,0.9991,1,"23,59,66,321","6,97,32,92,321"
07-06-2022,0.9999,1,0.9986,0.9999,"41,08,24,357","6,88,93,57,379"
06-06-2022,1,1,0.9994,0.9999,"20,51,29,363","6,85,79,12,839"
05-06-2022,1,1,0.9995,1,"21,20,58,328","6,83,47,93,115"
04-06-2022,0.9999,1,0.9992,1,"21,54,64,675","6,83,06,36,992"
03-06-2022,1,1,0.9991,0.9999,"22,37,56,034","6,82,44,27,246"
02-06-2022,1,1,0.9993,1,"22,83,26,162","6,81,19,11,362"
01-06-2022,1,1,0.9981,1,"24,48,29,435","6,79,34,01,726"
31-05-2022,1,1,0.9991,1,"21,92,85,219","6,76,16,83,478"
30-05-2022,1,1,0.9995,1,"30,22,07,850","6,69,50,83,677"
29-05-2022,1,1,0.9993,1,"10,99,35,313","6,64,76,36,088"
28-05-2022,1,1,0.9992,1,"16,63,33,209","6,63,72,52,173"
27-05-2022,0.9997,1,0.999,0.9995,"48,81,96,485","6,61,67,03,573"
26-05-2022,0.9997,1,0.999,0.9997,"54,75,27,265","6,59,46,71,409"
25-05-2022,1,1,0.9991,0.9996,"29,63,01,154","6,56,14,05,582"
24-05-2022,0.9997,1,0.9981,1,"33,73,78,874","6,58,34,45,368"
23-05-2022,1,1,0.9991,0.9998,"31,95,50,893","6,56,66,58,452"
22-05-2022,1,1,0.9996,1,"23,51,85,157","6,54,41,69,487"
21-05-2022,0.9999,1,0.9995,1,"35,22,84,549","6,52,32,35,725"
20-05-2022,1,1,0.9994,0.9999,"70,05,16,373","6,52,04,77,077"
19-05-2022,0.9991,1,0.9989,1,"37,15,28,681","6,56,58,37,866"
18-05-2022,1,1,0.9988,0.999,"35,67,83,138","6,49,75,94,837"
17-05-2022,0.9998,1,0.9988,1,"36,40,28,605","6,52,52,85,905"
16-05-2022,1,1,0.9985,0.9997,"37,59,83,904","6,41,54,05,976"
15-05-2022,1,1,0.9993,1,"57,69,51,806","6,44,97,94,856"
14-05-2022,0.9996,1,0.9981,1,"61,88,09,656","6,39,38,60,968"
13-05-2022,1,1,0.9988,0.9997,"74,76,62,744","6,41,93,50,321"
12-05-2022,1,1.01,0.9957,1,"2,35,33,00,214","6,43,61,57,518"
11-05-2022,0.9999,1,0.9942,1,"1,56,28,48,826","6,60,30,68,391"
10-05-2022,0.9988,1,0.9981,0.9999,"61,02,04,472","7,34,91,78,500"
09-05-2022,0.9995,1,0.9965,0.9983,"81,24,03,265","7,53,12,11,710"
08-05-2022,0.9995,1,0.9987,0.9996,"42,78,40,952","7,91,72,31,500"
07-05-2022,1,1,0.999,0.9995,"28,27,90,681","8,36,80,43,317"
06-05-2022,0.9997,1,0.9986,1,"37,26,26,341","8,51,68,42,188"
05-05-2022,1,1,0.9986,0.9998,"37,20,13,255","8,51,00,44,868"
