Dates,Open,High,Low,Close,Volume,MarketCap
07-08-2021,1,1,0.9998,1,"57,86,60,249","5,75,66,07,882"
06-08-2021,1,1,0.9999,1,"53,01,26,811","5,71,41,86,101"
05-08-2021,1,1,0.9993,1,"58,19,53,866","5,70,31,21,008"
04-08-2021,1,1,0.9999,1,"49,90,90,741","5,69,44,79,332"
03-08-2021,1,1,0.9999,1,"41,10,90,049","5,68,58,05,670"
02-08-2021,1,1,0.9997,1,"41,50,95,659","5,67,66,46,249"
01-08-2021,1,1,0.9996,1,"42,30,59,360","5,67,20,46,362"
31-07-2021,1,1,1,1,"37,65,40,061","5,63,79,00,505"
30-07-2021,1,1,1,1,"43,97,87,815","5,62,05,59,784"
29-07-2021,1,1,1,1,"40,27,78,737","5,60,47,88,948"
28-07-2021,1,1,1,1,"44,08,13,089","5,60,79,76,515"
27-07-2021,1,1,0.9998,1,"46,28,15,122","5,57,84,08,742"
26-07-2021,1,1.01,0.9998,1,"61,79,80,199","5,56,17,30,477"
25-07-2021,1,1,0.9995,1,"26,27,61,749","5,54,85,80,156"
24-07-2021,1,1,1,1,"29,65,25,646","5,53,88,92,872"
23-07-2021,1,1,1,1,"29,39,16,114","5,47,66,66,063"
22-07-2021,1,1,1,1,"33,59,13,082","5,51,84,72,777"
21-07-2021,1,1,1,1,"42,07,72,464","5,48,62,64,194"
20-07-2021,1,1,1,1,"49,36,41,706","5,45,84,71,579"
19-07-2021,1,1,1,1,"29,71,76,018","5,46,34,84,717"
18-07-2021,1,1,1,1,"25,18,78,244","5,50,59,40,079"
17-07-2021,1,1,0.9999,1,"26,35,65,112","5,50,44,99,872"
16-07-2021,1,1,0.9997,1,"31,98,99,060","5,50,09,96,288"
15-07-2021,1,1,0.9996,1,"38,90,74,377","5,48,68,73,456"
14-07-2021,1,1,0.9992,1,"33,19,60,811","5,48,46,96,857"
13-07-2021,1,1,0.9997,1,"36,45,46,707","5,47,84,38,364"
12-07-2021,1,1,0.999,1,"33,18,97,616","5,49,95,92,423"
11-07-2021,1,1,0.9999,1,"22,43,81,459","5,49,47,99,509"
10-07-2021,0.9999,1,0.9992,1,"30,56,32,379","5,48,41,78,370"
09-07-2021,1,1,0.9989,1,"32,11,66,645","5,49,62,36,609"
08-07-2021,1,1,0.9988,1,"35,90,03,866","5,48,78,34,797"
07-07-2021,1,1,0.9996,1,"31,72,25,178","5,48,69,50,095"
06-07-2021,1,1,0.9971,1,"36,81,44,762","5,48,03,52,897"
05-07-2021,1,1,0.999,1,"26,08,18,209","5,46,58,02,674"
04-07-2021,1,1,0.9998,1,"22,47,06,857","5,44,18,84,561"
03-07-2021,1,1,1,1,"27,86,26,999","5,42,59,38,450"
02-07-2021,1,1,0.9991,1,"27,73,95,241","5,40,82,68,924"
01-07-2021,1,1,0.9997,1,"34,19,79,411","5,40,59,63,584"
30-06-2021,1,1,0.9997,1,"35,52,37,053","5,39,88,87,088"
29-06-2021,1,1,1,1,"28,61,75,950","5,21,72,63,297"
28-06-2021,1,1,1,1,"32,41,36,454","5,19,06,39,630"
27-06-2021,1,1,1,1,"29,59,63,346","5,15,82,36,753"
26-06-2021,1,1,0.9993,1,"30,36,92,070","5,15,24,76,846"
25-06-2021,1,1,0.9983,1,"33,66,82,045","5,17,15,23,814"
24-06-2021,1,1,1,1,"28,24,31,450","5,19,52,80,497"
23-06-2021,1,1,1,1,"42,41,47,508","5,12,58,55,860"
22-06-2021,1,1,1,1,"67,13,81,877","5,08,27,28,094"
21-06-2021,1,1,1,1,"60,79,62,270","5,12,97,91,734"
20-06-2021,1,1,1,1,"33,94,55,930","5,22,25,59,516"
19-06-2021,1,1,1,1,"25,10,48,495","5,27,29,65,597"
18-06-2021,1,1,1,1,"38,11,14,476","5,26,71,96,251"
17-06-2021,1,1,1,1,"28,60,60,450","5,22,90,49,043"
16-06-2021,1,1,0.9991,1,"36,42,57,414","5,36,03,14,943"
15-06-2021,1,1.01,0.9999,1,"28,65,55,901","5,25,79,84,420"
14-06-2021,1,1,1,1,"24,23,01,146","5,24,24,56,937"
13-06-2021,1,1,1,1,"27,09,69,903","5,21,95,40,064"
12-06-2021,1,1,1,1,"28,07,32,916","5,21,58,65,889"
11-06-2021,1,1,0.9991,1,"30,16,31,289","5,23,89,94,021"
10-06-2021,1,1,1,1,"33,56,28,518","5,12,64,00,412"
09-06-2021,1,1,1,1,"39,40,37,000","5,09,72,20,463"
08-06-2021,1,1,1,1,"47,41,48,514","4,90,09,74,395"
07-06-2021,1,1,1,1,"32,75,24,797","4,88,91,58,088"
06-06-2021,1,1,1,1,"23,56,89,087","4,82,07,93,380"
05-06-2021,1,1,0.9998,1,"30,04,22,493","4,80,22,34,310"
04-06-2021,1,1,1,1,"48,14,21,472","4,79,09,00,827"
03-06-2021,1,1,1,1,"40,94,46,273","4,73,51,92,183"
02-06-2021,1,1,1,1,"32,88,95,297","4,66,61,62,401"
01-06-2021,1,1,1,1,"36,46,68,878","4,65,43,54,565"
31-05-2021,1,1,0.9996,1,"37,47,71,888","4,66,73,49,089"
30-05-2021,1,1,0.9996,1,"36,95,73,069","4,67,54,30,151"
29-05-2021,1,1,0.9998,1,"41,40,42,058","4,71,54,61,453"
28-05-2021,1,1,0.9998,1,"52,84,90,119","4,65,97,72,783"
27-05-2021,1,1,1,1,"41,75,06,472","4,62,63,25,952"
26-05-2021,1,1,1,1,"58,47,34,057","4,59,05,82,354"
25-05-2021,1,1,1,1,"64,83,99,793","4,48,97,28,952"
24-05-2021,1,1,0.9997,1,"82,94,07,332","4,45,62,91,160"
23-05-2021,1,1,0.9996,1,"1,49,07,94,604","4,24,94,14,924"
22-05-2021,1,1,0.9999,1,"71,05,97,325","4,43,86,38,396"
21-05-2021,1,1,0.9982,1,"1,20,04,09,201","4,46,84,00,294"
20-05-2021,1,1.01,0.9989,1,"1,43,30,53,101","4,45,77,70,841"
19-05-2021,1,1.02,0.9896,1,"2,45,15,28,154","4,57,46,62,002"
18-05-2021,0.9999,1,0.9994,1,"60,25,79,859","4,96,80,62,544"
17-05-2021,1,1,0.9983,1,"98,70,79,216","4,92,01,61,934"
16-05-2021,0.9989,1,0.9982,1,"93,54,40,569","4,89,81,16,896"
15-05-2021,1,1,0.9979,0.9993,"55,22,13,630","4,78,34,86,040"
14-05-2021,1,1,0.999,0.9999,"67,39,00,520","4,76,66,08,057"
13-05-2021,0.9992,1.01,0.998,1,"1,23,86,29,426","4,67,94,67,301"
12-05-2021,1,1,0.9987,0.9998,"78,44,53,087","4,80,86,29,128"
11-05-2021,1,1,0.9982,1,"53,85,59,342","4,76,61,57,270"
10-05-2021,1,1,0.9973,1,"74,12,51,912","4,74,39,00,769"
09-05-2021,1,1,0.9986,1,"49,42,81,876","4,66,10,98,391"
08-05-2021,1,1,0.9983,1,"51,05,40,165","4,58,23,75,424"
07-05-2021,0.9999,1,0.9988,1,"41,02,09,482","4,53,70,77,251"
06-05-2021,1,1,0.9994,0.9997,"45,16,78,426","4,46,12,16,985"
05-05-2021,1,1,0.9998,1,"50,63,28,952","4,26,11,19,054"
04-05-2021,1,1,0.9987,1,"79,75,61,594","4,13,30,63,257"
03-05-2021,1,1.01,0.9985,1,"68,17,33,481","4,05,46,99,567"
02-05-2021,1,1.01,0.9962,0.9996,"32,35,89,223","3,94,28,13,409"
01-05-2021,1,1,0.9995,1,"41,22,12,732","3,90,82,99,623"
30-04-2021,1,1,0.9995,1,"33,17,48,642","3,83,43,55,784"
29-04-2021,1,1,0.9988,0.9999,"42,78,49,765","3,83,14,10,624"
28-04-2021,1,1,0.9986,1,"45,61,29,857","3,75,76,84,564"
27-04-2021,1,1,0.9992,1,"35,77,28,279","3,71,46,18,910"
26-04-2021,1,1,0.9974,1,"48,67,84,736","3,65,07,96,260"
25-04-2021,0.9995,1,0.9981,1,"42,08,46,400","3,61,62,03,239"
24-04-2021,1,1,0.9988,0.9997,"46,31,29,005","3,59,74,80,353"
23-04-2021,0.9991,1,0.9981,1,"88,73,51,576","3,58,05,81,184"
22-04-2021,1,1,0.9974,0.9995,"74,13,21,561","3,60,00,49,668"
21-04-2021,0.9997,1,0.9976,0.9999,"54,17,24,830","3,59,55,80,685"
20-04-2021,0.9992,1,0.9932,0.9995,"50,44,72,488","3,57,48,55,686"
19-04-2021,0.9995,1,0.997,0.9993,"55,24,93,254","3,56,81,15,026"
18-04-2021,1.01,1.03,0.9983,0.9992,"79,65,38,401","3,55,98,46,719"
17-04-2021,1,1.01,0.999,1.01,"34,72,73,395","3,61,85,43,171"
16-04-2021,1,1,0.9998,1,"43,85,68,670","3,48,27,28,689"
15-04-2021,1,1,1,1,"37,74,19,555","3,33,57,03,339"
14-04-2021,0.9998,1,0.9994,1,"48,13,63,225","3,28,45,77,270"
13-04-2021,1,1,0.9993,0.9998,"37,07,95,996","3,30,41,37,244"
12-04-2021,1,1,0.9998,0.9999,"27,14,73,757","3,26,38,72,319"
11-04-2021,1,1,0.9993,1,"23,94,49,819","3,28,34,27,603"
10-04-2021,1,1,0.998,1,"30,40,29,632","3,25,75,54,688"
09-04-2021,1.01,1.01,1,1,"23,84,16,833","3,19,73,39,504"
08-04-2021,1,1.01,1,1.01,"27,48,11,495","3,19,84,82,687"
07-04-2021,1,1,1,1,"40,49,24,089","3,18,12,64,516"
06-04-2021,1,1,0.9997,1,"35,14,73,797","3,19,38,30,104"
05-04-2021,1.01,1.01,0.9996,1,"37,32,21,031","3,17,22,54,273"
04-04-2021,1,1.01,1,1.01,"31,62,57,511","3,20,61,03,303"
03-04-2021,1.01,1.01,1,1,"42,81,24,063","3,18,32,10,637"
02-04-2021,1,1.01,1,1,"38,58,16,021","3,15,89,56,436"
01-04-2021,1,1.01,0.9993,1,"33,77,07,837","3,06,24,59,338"
31-03-2021,1,1.01,1,1,"32,47,19,221","3,02,71,14,382"
30-03-2021,1,1,1,1,"24,39,45,747","3,02,50,73,804"
29-03-2021,1,1.02,0.9993,1,"29,50,91,258","3,01,64,32,493"
28-03-2021,1,1,1,1,"25,75,75,304","2,98,94,78,008"
27-03-2021,1,1.01,1,1,"25,12,11,601","2,97,65,93,863"
26-03-2021,1,1.01,1,1.01,"24,20,79,459","2,97,15,08,899"
25-03-2021,1,1.01,0.9985,1,"28,27,84,219","2,94,23,76,138"
24-03-2021,1,1.01,0.9989,1,"30,72,23,258","2,92,37,84,400"
23-03-2021,0.9996,1.01,0.9979,1,"28,99,70,073","2,93,10,94,321"
22-03-2021,1,1.01,0.9977,0.9996,"30,30,31,779","2,91,02,53,619"
21-03-2021,1,1.01,0.9989,1,"20,50,61,220","2,88,81,55,180"
20-03-2021,1,1.01,1,1,"18,20,19,409","2,87,63,56,980"
19-03-2021,1,1.01,1,1,"20,12,91,364","2,87,41,23,859"
18-03-2021,1.01,1.01,0.9798,1,"19,86,66,819","2,86,80,35,135"
17-03-2021,1,1.01,0.9998,1.01,"21,79,50,952","2,86,11,34,335"
16-03-2021,1,1,1,1,"28,13,61,723","2,84,54,38,233"
15-03-2021,1,1,1,1,"33,00,87,934","2,77,38,38,478"
14-03-2021,1,1,1,1,"24,36,92,916","2,75,26,12,928"
13-03-2021,1,1,1,1,"28,54,01,738","2,74,11,08,680"
12-03-2021,1,1,1,1,"27,63,19,938","2,70,88,72,257"
11-03-2021,1,1,1,1,"34,23,77,294","2,63,72,26,772"
10-03-2021,1,1,1,1,"29,53,03,873","2,61,94,36,576"
09-03-2021,1,1,1,1,"47,80,41,984","2,61,69,87,843"
08-03-2021,1,1,1,1,"33,40,66,348","2,56,74,99,345"
07-03-2021,1,1,1,1,"28,49,08,278","2,55,59,21,014"
06-03-2021,1,1,1,1,"24,63,24,482","2,57,89,17,162"
05-03-2021,1,1,1,1,"43,27,06,961","2,55,16,57,209"
04-03-2021,1,1,1,1,"34,42,53,034","2,54,57,64,219"
03-03-2021,1,1,1,1,"29,50,66,719","2,53,14,59,607"
02-03-2021,1,1,1,1,"41,22,08,887","2,51,70,16,510"
01-03-2021,1,1,0.9987,1,"39,85,69,958","2,46,45,76,230"
28-02-2021,1,1.01,1,1,"62,39,40,938","2,33,93,82,380"
27-02-2021,1,1,1,1,"30,16,68,906","2,31,55,57,011"
26-02-2021,1,1,0.9999,1,"52,72,46,365","2,30,74,70,269"
25-02-2021,1,1,1,1,"41,48,68,315","2,32,66,80,913"
24-02-2021,1,1,1,1,"63,31,93,752","2,31,99,54,214"
23-02-2021,1,1.02,1,1,"1,30,35,67,116","2,28,83,51,369"
22-02-2021,1,1.01,0.9998,1,"84,04,80,068","2,36,36,13,990"
21-02-2021,1,1,1,1,"29,48,69,050","2,37,94,06,775"
20-02-2021,1,1,1,1,"40,95,23,226","2,36,01,17,727"
19-02-2021,1,1,0.9989,1,"35,35,58,289","2,07,61,46,820"
18-02-2021,1,1,1,1,"31,07,93,845","2,07,54,98,623"
17-02-2021,1,1,1,1,"29,98,72,020","2,07,58,95,912"
16-02-2021,1,1,1,1,"26,20,73,092","2,07,61,97,918"
15-02-2021,1,1.01,0.9967,1,"34,52,89,782","2,07,60,05,409"
14-02-2021,1,1,1,1,"25,49,01,718","2,07,73,82,846"
13-02-2021,1,1,1,1,"25,19,28,654","2,07,49,63,171"
12-02-2021,1,1,1,1,"27,15,53,255","2,05,13,92,677"
11-02-2021,1,1,1,1,"28,81,42,016","2,02,98,71,493"
10-02-2021,1,1,0.999,1,"36,24,14,223","1,96,74,18,375"
09-02-2021,1,1,1,1,"35,91,19,292","1,95,38,48,178"
08-02-2021,1,1,0.9997,1,"88,02,88,777","1,88,95,91,370"
07-02-2021,1,1,1,1,"33,04,23,304","1,80,97,09,947"
06-02-2021,1,1,1,1,"26,51,74,711","1,83,29,51,064"
05-02-2021,1,1,0.9999,1,"26,07,32,732","1,81,78,94,902"
04-02-2021,1,1,0.9998,1,"32,95,54,139","1,76,70,90,541"
03-02-2021,1,1,1,1,"28,79,10,066","1,73,83,67,232"
02-02-2021,1,1,1,1,"36,21,86,002","1,70,59,10,761"
01-02-2021,1,1,0.9998,1,"22,62,13,887","1,66,40,01,918"
31-01-2021,1,1,0.9994,1,"21,95,24,281","1,65,00,31,304"
30-01-2021,0.9996,1,0.9994,1,"20,70,85,085","1,64,94,74,423"
29-01-2021,1,1,0.9991,0.9997,"41,04,30,767","1,63,72,65,511"
28-01-2021,1,1,0.9999,1,"23,87,25,114","1,61,77,47,934"
27-01-2021,1,1,0.9994,1,"34,07,95,072","1,60,75,74,174"
26-01-2021,1,1,0.9995,1,"31,37,97,531","1,58,15,26,178"
25-01-2021,1,1,1,1,"35,11,31,614","1,57,26,49,698"
24-01-2021,1,1,1,1,"30,19,05,576","1,53,40,97,442"
23-01-2021,1,1,1,1,"29,76,79,712","1,46,16,15,485"
22-01-2021,1,1,1,1,"45,26,32,736","1,44,61,15,150"
21-01-2021,1,1,0.9992,1,"46,24,20,708","1,40,45,53,482"
20-01-2021,1,1,0.9992,1,"37,86,94,413","1,40,91,35,520"
19-01-2021,1,1,0.9999,1,"46,65,74,610","1,40,45,99,859"
18-01-2021,1,1,0.9999,1,"23,55,53,948","1,40,29,49,913"
17-01-2021,1,1,0.9999,1,"24,98,17,374","1,38,10,57,071"
16-01-2021,1,1,1,1,"32,10,98,274","1,36,68,39,995"
15-01-2021,1,1,1,1,"41,14,95,878","1,41,21,22,791"
14-01-2021,1,1,1,1,"39,93,50,087","1,39,34,51,331"
13-01-2021,1,1,0.9997,1,"33,33,95,308","1,36,32,81,086"
12-01-2021,1,1,0.9993,1,"44,87,64,354","1,36,53,10,691"
11-01-2021,0.9996,1.01,0.9985,1,"95,88,22,243","1,36,53,14,929"
10-01-2021,1,1.01,0.9995,0.9997,"46,14,27,626","1,42,27,02,198"
09-01-2021,1,1,0.9993,1,"42,67,71,932","1,40,77,50,980"
08-01-2021,0.9998,1,0.9993,1,"57,35,46,810","1,39,10,74,404"
07-01-2021,1,1,0.9992,0.9997,"50,79,48,433","1,36,77,51,927"
06-01-2021,1,1,1,1,"44,90,99,903","1,31,71,48,192"
05-01-2021,1,1,1,1,"47,98,69,770","1,32,69,51,728"
04-01-2021,1,1,1,1,"63,89,60,956","1,31,68,21,874"
03-01-2021,1,1,1,1,"53,72,97,796","1,22,55,66,701"
02-01-2021,1,1.01,0.999,1,"58,88,36,476","1,18,19,21,789"
01-01-2021,1,1.01,1,1,"27,81,53,536","1,20,70,45,952"
31-12-2020,1,1,1,1,"28,63,02,515","1,16,74,43,972"
30-12-2020,1,1,1,1,"30,48,20,960","1,15,46,81,128"
29-12-2020,1,1,1,1,"24,94,33,205","1,13,42,84,747"
28-12-2020,1,1,1,1,"23,86,69,160","1,13,06,44,660"
27-12-2020,1,1,1,1,"25,56,04,533","1,10,68,11,794"
26-12-2020,1,1,1,1,"16,71,14,394","1,12,50,30,127"
25-12-2020,1,1,1,1,"14,97,97,913","1,12,02,77,664"
24-12-2020,1,1,1,1,"19,39,88,316","1,11,99,56,633"
23-12-2020,1,1,1,1,"19,79,58,879","1,11,84,92,835"
22-12-2020,1,1,0.9987,1,"18,34,51,978","1,11,90,03,686"
21-12-2020,1,1,1,1,"18,40,92,257","1,12,66,49,455"
20-12-2020,1,1,1,1,"12,28,99,437","1,12,58,24,653"
19-12-2020,1,1,1,1,"14,49,59,639","1,13,51,76,580"
18-12-2020,1,1,1,1,"17,25,90,936","1,12,64,54,628"
17-12-2020,1,1,0.9997,1,"64,45,10,981","1,12,95,16,700"
16-12-2020,1,1,0.9994,1,"14,50,36,938","1,11,64,09,763"
15-12-2020,1,1,1,1,"12,13,26,135","1,09,80,48,141"
14-12-2020,1,1,1,1,"10,64,37,042","1,09,49,83,826"
13-12-2020,1,1,1,1,"9,66,54,102","1,09,49,06,044"
12-12-2020,1,1,0.9985,1,"13,57,86,393","1,08,75,70,390"
11-12-2020,1,1,1,1,"11,00,17,747","1,06,56,75,569"
10-12-2020,1,1,1,1,"12,70,15,957","1,08,27,92,814"
09-12-2020,1,1.01,1,1,"15,15,49,505","1,08,48,87,121"
08-12-2020,1,1.01,1,1,"13,75,67,456","1,07,93,34,771"
07-12-2020,1.01,1.01,1,1,"11,19,02,630","1,07,35,35,909"
06-12-2020,1,1.01,1,1.01,"12,05,93,421","1,07,96,54,389"
05-12-2020,1,1.01,1,1,"10,12,14,865","1,07,36,52,585"
04-12-2020,1,1,1,1,"11,41,81,888","1,07,34,32,520"
03-12-2020,1,1.01,1,1,"9,17,60,700","1,08,07,57,071"
02-12-2020,1,1.01,1,1,"10,56,98,786","1,07,60,28,394"
01-12-2020,1.01,1.01,1,1,"16,94,76,642","1,06,22,64,757"
30-11-2020,1,1.01,1,1.01,"16,31,31,514","1,05,34,45,327"
29-11-2020,1,1.01,1,1,"8,09,72,759","1,03,35,91,986"
28-11-2020,1,1.01,1,1,"8,28,38,266","1,01,93,34,637"
27-11-2020,1,1.01,1,1,"9,29,86,944","1,01,75,27,956"
26-11-2020,1,1.02,1,1,"33,89,92,663","1,01,69,11,192"
25-11-2020,1,1,0.9999,1,"13,59,82,585","1,04,63,31,678"
24-11-2020,1,1,0.9995,1,"13,67,43,554","1,04,12,53,536"
23-11-2020,1,1,0.9997,1,"13,32,39,146","1,02,27,81,582"
22-11-2020,1,1,1,1,"13,18,81,074","1,02,02,20,372"
21-11-2020,1,1,1,1,"12,49,21,915","1,02,10,19,638"
20-11-2020,1,1,1,1,"11,02,58,101","1,00,78,91,103"
19-11-2020,0.9996,1,0.9978,1,"8,94,86,359","99,28,02,143"
18-11-2020,1,1,0.9995,0.9996,"11,58,87,801","99,81,56,216"
17-11-2020,1,1,1,1,"17,76,76,838","1,01,43,75,753"
16-11-2020,1,1,0.9999,1,"8,83,74,297","1,01,35,41,409"
15-11-2020,1,1,1,1,"7,27,62,520","1,01,34,97,083"
14-11-2020,1,1.01,1,1,"7,32,40,415","1,00,39,57,131"
13-11-2020,1.01,1.01,1,1,"7,93,77,942","1,00,37,94,451"
12-11-2020,1.01,1.01,1,1.01,"8,40,59,158","99,81,08,548"
11-11-2020,1.01,1.01,1.01,1.01,"7,93,26,332","1,00,08,76,605"
10-11-2020,1.01,1.01,1.01,1.01,"7,51,09,382","97,11,07,167"
09-11-2020,1.01,1.01,1.01,1.01,"8,96,69,172","96,43,57,839"
08-11-2020,1.01,1.01,1.01,1.01,"7,89,82,780","96,09,44,301"
07-11-2020,1.01,1.01,1.01,1.01,"10,62,35,212","96,14,88,266"
06-11-2020,1.01,1.01,1.01,1.01,"10,48,39,157","95,72,12,051"
05-11-2020,1.01,1.01,1.01,1.01,"9,46,50,286","95,20,62,351"
04-11-2020,1.01,1.01,1.01,1.01,"8,93,61,046","95,18,72,847"
03-11-2020,0.9987,1.01,0.9982,1.01,"8,99,99,269","95,91,55,841"
02-11-2020,0.9992,1.01,0.994,0.9987,"8,37,81,269","94,23,64,875"
01-11-2020,1.01,1.01,0.9991,0.9992,"7,67,32,378","93,71,85,381"
31-10-2020,1.01,1.01,0.9943,1.01,"6,99,51,262","93,32,81,992"
30-10-2020,1.01,1.02,0.9916,1.01,"8,25,30,184","93,17,95,304"
29-10-2020,1.01,1.02,0.9953,1.01,"1,22,48,63,056","94,82,86,230"
28-10-2020,1.01,1.01,1,1.01,"11,57,70,390","94,93,33,650"
27-10-2020,1.01,1.01,1,1.01,"12,10,79,268","94,89,86,067"
26-10-2020,0.9969,1.01,0.9953,1.01,"12,96,14,564","94,01,60,489"
25-10-2020,0.9995,1.01,0.9958,0.9969,"7,37,86,723","93,46,36,883"
24-10-2020,1.01,1.01,0.9963,0.9995,"6,90,14,228","93,76,04,533"
23-10-2020,1.01,1.01,1,1.01,"6,75,54,067","94,36,42,520"
22-10-2020,1.01,1.01,1.01,1.01,"17,80,75,477","91,53,84,840"
21-10-2020,1.01,1.01,1.01,1.01,"11,46,93,279","91,52,58,609"
20-10-2020,1.01,1.01,1,1.01,"9,94,77,125","91,42,57,039"
19-10-2020,1.01,1.01,1,1.01,"7,34,38,772","91,39,56,909"
18-10-2020,1.01,1.01,1.01,1.01,"6,14,31,310","91,00,40,822"
17-10-2020,1.01,1.01,1,1.01,"6,32,80,637","91,17,74,883"
16-10-2020,1.01,1.01,1.01,1.01,"8,22,56,212","91,42,06,178"
15-10-2020,1.01,1.01,1.01,1.01,"10,16,58,285","92,00,26,314"
14-10-2020,1.01,1.01,1.01,1.01,"10,22,29,197","92,17,00,618"
13-10-2020,1.01,1.01,1.01,1.01,"8,35,40,390","93,73,84,159"
12-10-2020,1.01,1.02,1,1.01,"9,87,71,664","91,91,45,117"
11-10-2020,1.01,1.01,1.01,1.01,"7,38,54,751","90,63,95,871"
10-10-2020,1.01,1.01,1.01,1.01,"13,50,32,919","90,19,31,237"
09-10-2020,1.01,1.01,1.01,1.01,"13,27,93,903","88,34,40,623"
08-10-2020,1.01,1.01,1.01,1.01,"8,12,73,472","87,56,05,308"
07-10-2020,1.01,1.01,1.01,1.01,"8,03,86,530","87,51,07,923"
06-10-2020,1.01,1.01,1.01,1.01,"8,06,49,639","87,27,07,680"
05-10-2020,1.01,1.02,1.01,1.01,"7,28,22,020","87,01,79,826"
04-10-2020,1.01,1.02,1.01,1.01,"7,52,86,904","87,49,98,511"
03-10-2020,1.01,1.01,1.01,1.01,"7,15,66,137","87,37,52,756"
02-10-2020,1.01,1.01,1.01,1.01,"11,54,34,155","88,46,98,342"
01-10-2020,1.01,1.01,1.01,1.01,"11,19,59,219","89,80,20,844"
30-09-2020,1.01,1.01,1.01,1.01,"9,44,10,187","90,92,36,181"
29-09-2020,1.01,1.01,1.01,1.01,"11,37,29,182","91,41,04,773"
28-09-2020,1.01,1.01,1.01,1.01,"12,19,77,428","92,23,11,839"
27-09-2020,1.01,1.01,1.01,1.01,"9,76,33,028","92,99,51,744"
26-09-2020,1.01,1.01,1.01,1.01,"14,06,61,842","91,26,14,309"
25-09-2020,1.01,1.01,1.01,1.01,"12,41,86,204","90,08,00,312"
24-09-2020,1.01,1.01,1.01,1.01,"15,72,84,607","90,25,80,300"
23-09-2020,1.01,1.01,1.01,1.01,"19,54,67,535","86,56,68,155"
22-09-2020,1.01,1.02,1.01,1.01,"6,79,20,167","85,18,30,297"
21-09-2020,1.01,1.02,1.01,1.01,"9,76,35,284","83,95,67,935"
20-09-2020,1.02,1.02,1.01,1.01,"8,09,47,513","81,08,41,693"
19-09-2020,1.02,1.03,1.01,1.02,"8,36,77,339","79,23,93,958"
18-09-2020,1.02,1.14,0.9811,1.02,"11,46,29,864","69,63,73,910"
17-09-2020,1.02,1.02,0.9965,1.02,"11,21,01,123","63,89,40,700"
16-09-2020,1.03,1.04,0.9941,1.01,"9,05,29,872","57,84,67,903"
15-09-2020,1.03,1.05,1.02,1.03,"10,83,38,175","61,87,06,315"
14-09-2020,1.02,1.07,1.02,1.03,"15,50,71,912","53,95,46,267"
13-09-2020,1.03,1.04,1.02,1.03,"7,48,53,268","47,49,53,501"
12-09-2020,1.04,1.05,1.03,1.03,"5,04,28,522","47,50,12,549"
11-09-2020,1.04,1.05,1.03,1.04,"5,80,06,718","46,80,44,952"
10-09-2020,1.03,1.05,1.02,1.04,"6,78,59,537","46,53,52,167"
09-09-2020,1.03,1.04,1.01,1.03,"9,20,30,155","44,16,67,075"
08-09-2020,1.03,1.05,1.01,1.03,"7,28,21,912","44,12,20,960"
07-09-2020,1.02,1.03,1.01,1.03,"7,84,74,368","43,89,51,336"
06-09-2020,1.03,1.03,1.01,1.02,"9,87,08,127","43,23,68,237"
05-09-2020,1.03,1.04,1.02,1.03,"17,18,32,358","44,93,38,598"
04-09-2020,1.03,1.03,1.01,1.03,"10,82,71,040","46,95,26,590"
03-09-2020,1.01,1.03,0.9995,1.03,"10,56,60,538","52,47,26,626"
02-09-2020,1.01,1.04,0.997,1.01,"9,82,00,894","49,01,48,098"
01-09-2020,1.02,1.04,1,1.01,"9,23,70,028","46,63,19,516"
31-08-2020,1.03,1.03,1.01,1.02,"6,67,88,239","45,32,19,651"
30-08-2020,1.03,1.06,0.9953,1.03,"7,51,88,538","45,34,01,560"
29-08-2020,1.01,1.05,0.9994,1.03,"6,73,76,514","45,04,52,278"
28-08-2020,1.01,1.02,1,1.01,"5,80,64,216","45,03,62,705"
27-08-2020,1.01,1.02,1.01,1.01,"4,85,10,201","44,82,72,924"
26-08-2020,1.02,1.02,1.01,1.01,"4,10,65,938","45,24,93,912"
25-08-2020,1.02,1.02,1.01,1.02,"4,85,93,199","45,12,14,444"
24-08-2020,1,1.02,0.9968,1.01,"5,19,87,764","44,81,47,853"
23-08-2020,0.9993,1.03,0.9949,1,"4,90,52,217","44,31,27,139"
22-08-2020,1.01,1.01,0.996,1,"4,91,62,113","44,14,67,224"
21-08-2020,1.01,1.06,0.9792,1,"6,23,65,746","43,53,07,436"
20-08-2020,1,1.02,0.9859,1.01,"5,52,59,448","43,47,06,111"
19-08-2020,1,1.02,1,1.01,"6,44,19,679","42,17,31,733"
18-08-2020,1.01,1.01,0.9999,1,"4,52,04,715","42,84,85,814"
17-08-2020,1.01,1.02,0.9998,1.01,"4,60,42,603","42,91,98,941"
16-08-2020,1,1.02,1,1.01,"4,12,27,604","42,50,48,488"
15-08-2020,1.01,1.01,0.9979,1,"4,41,07,861","41,37,58,074"
14-08-2020,1.03,1.03,0.9992,1.01,"5,47,37,351","41,54,34,271"
13-08-2020,1.01,1.05,0.9999,1.03,"4,42,61,897","44,10,60,842"
12-08-2020,1.02,1.02,0.9501,1.01,"4,48,18,720","42,39,63,995"
11-08-2020,1.02,1.03,1.01,1.01,"2,98,07,915","42,43,30,563"
10-08-2020,1.02,1.03,1,1.02,"3,43,46,474","42,56,27,880"
09-08-2020,1.01,1.02,1.01,1.02,"1,95,69,802","38,43,29,737"
